name,st,min,near,use,year,floors,area,src,addr
ザ・パークハウス 広尾,広尾,4,広尾:4|恵比寿:13,分譲,2023,6,2864,建築物環境計画書,渋谷区広尾5丁目1番15号
ミリアレジデンス広尾,広尾,4,広尾:4|恵比寿:13,賃貸,,,,とどまるマンション,渋谷区広尾5丁目
広尾ガーデンヒルズ,広尾,4,広尾:4,分譲,,,,とどまるマンション,渋谷区広尾4丁目
広尾パークホームズ,広尾,4,広尾:4|恵比寿:13,分譲,,,,とどまるマンション,渋谷区広尾5丁目
ビバリーホームズ広尾,広尾,9,広尾:9|恵比寿:13|表参道:15,分譲,2021,5,2305,建築物環境計画書,渋谷区広尾三丁目4番18号
プライムアーバン麻布霞町,広尾,9,広尾:9|六本木:9|麻布十番:12|乃木坂:12,賃貸,,,,とどまるマンション,港区西麻布三丁目
ザ・パークハビオ SOHO 南青山,広尾,11,広尾:11|表参道:11,賃貸,2023,12,2226,建築物環境計画書,港区南青山七丁目115、117、118番(地番)
ソルティア府中宮町,府中,2,府中:2|府中本町:9|分倍河原:15,分譲,2026,13,2547,建築物環境計画書,府中市宮町一丁目28番20、28番21、29番2、29番20、29番24、 29番25
シティテラス府中,府中,3,府中:3|府中本町:8|分倍河原:11,分譲,2024,19,9922,建築物環境計画書,府中市宮西町一丁目18番1、20番1、22(地番)
ドゥーエ府中II,府中,3,府中:3|府中本町:8|分倍河原:11,賃貸,2026,13,2643,建築物環境計画書,府中市宮西町一丁目15番27
バウス府中,府中,3,府中:3|府中本町:8|分倍河原:11,分譲,2024,14,6997,建築物環境計画書,府中市宮西町一丁目24番7
プラウド府中グレイス,府中,3,府中:3|府中本町:8|分倍河原:11,分譲,2024,15,3911,建築物環境計画書,府中市宮西町一丁目15番20
ヴェルレージュ府中けやき通り,府中,4,府中:4|府中本町:13,分譲,,,,とどまるマンション,府中市府中町1丁目
府中宮町パーク・ホームズ,府中,5,府中:5|府中本町:7|分倍河原:14,分譲,,,,とどまるマンション,府中市宮町2丁目
プラウド府中八幡町,府中,7,府中:7|府中本町:10|東府中:12,分譲,2025,14,3370,建築物環境計画書,府中市八幡町一丁目4番23
東急ドエル・アルス府中緑町,府中,7,府中:7|東府中:12|府中本町:14,分譲,,,,とどまるマンション,府中市緑町1丁目
CREVIA RXE 文京後楽園,後楽園,2,後楽園:2|春日:5|水道橋:10|飯田橋:12|本郷三丁目:12,賃貸,2023,15,5684,建築物環境計画書,文京区春日一丁目11番13
アーバネックス小石川春日,後楽園,2,後楽園:2|春日:5|水道橋:10|飯田橋:12|本郷三丁目:12,賃貸,2022,10,2110,建築物環境計画書,文京区春日一丁目31-1(地名地番)
プライムアーバン雪谷,御嶽山,1,御嶽山:1|雪が谷大塚:8|久が原:10|沼部:11,賃貸,,,,とどまるマンション,大田区北嶺町
リビオメゾン御茶ノ水EAST,御茶ノ水,3,御茶ノ水:3|新御茶ノ水:6|末広町:8|本郷三丁目:9|淡路町:9,賃貸,2025,13,2211,建築物環境計画書,文京区湯島一丁目304番1、304番2の一部
クリオ千代田御茶ノ水,御茶ノ水,4,御茶ノ水:4|末広町:5|新御茶ノ水:6|秋葉原:7|淡路町:8,分譲,2022,10,2224,建築物環境計画書,千代田区外神田二丁目8番12号
プラウドフラット外神田,御茶ノ水,4,御茶ノ水:4|末広町:5|新御茶ノ水:6|秋葉原:7|淡路町:8,賃貸,,,,とどまるマンション,千代田区外神田2丁目
ルフォンプログレ志村坂上,志村三丁目,1,志村三丁目:1|蓮根:12|志村坂上:12,賃貸,2024,8,4095,建築物環境計画書,板橋区志村三丁目1番22号
ヴィオスガーデン城山,志村三丁目,4,志村三丁目:4|志村坂上:7,分譲,,,,とどまるマンション,板橋区志村二丁目
コンフォリア・リヴ志村三丁目,志村三丁目,8,志村三丁目:8|蓮根:10|西台:15,賃貸,2024,7,2603,建築物環境計画書,板橋区相生町2-5
クリオ上板橋グランヒルコート,志村三丁目,9,志村三丁目:9|上板橋:13,分譲,2025,7,4465,建築物環境計画書,板橋区中台2丁目668番2の一部、668番3、668番9、668番21、672番2、672番17、中台3丁目1133番12
パークホームズ上板橋ヒルトップレジデンス,志村三丁目,10,志村三丁目:10|上板橋:13,分譲,,,,とどまるマンション,板橋区中台3丁目
MAXIV板橋志村,志村三丁目,12,志村三丁目:12|蓮根:15,賃貸,2022,5,2424,建築物環境計画書,板橋区若木3丁目27番9
コスモ板橋志村プリオール,志村三丁目,12,志村三丁目:12|蓮根:15,分譲,,,,とどまるマンション,板橋区若木3丁目
ザ・ウインベル本蓮沼,志村坂上,3,志村坂上:3|本蓮沼:10|志村三丁目:13,分譲,,,,とどまるマンション,板橋区志村1丁目
パークホームズ志村坂上 ザ テラス,志村坂上,4,志村坂上:4|志村三丁目:11,分譲,2021,7,4607,建築物環境計画書,板橋区小豆沢三丁目1-5
スカイティアラ イースト,志村坂上,6,志村坂上:6|本蓮沼:8,分譲,,,,とどまるマンション,板橋区小豆沢1丁目
スカイティアラ ウエスト,志村坂上,6,志村坂上:6|本蓮沼:8,分譲,,,,とどまるマンション,板橋区小豆沢1丁目
ORSUS志村坂上,志村坂上,8,志村坂上:8|志村三丁目:10|本蓮沼:14,賃貸,2025,5,3228,建築物環境計画書,板橋区前野町4丁目33-1
シティハウス志村坂上,志村坂上,8,志村坂上:8|志村三丁目:10|本蓮沼:14,分譲,2022,8,6340,建築物環境計画書,板橋区前野町4丁目30-14
イニシア志村坂上,志村坂上,9,志村坂上:9|北赤羽:11,分譲,,,,とどまるマンション,板橋区小豆沢4丁目
グランスイート志村,志村坂上,9,志村坂上:9|志村三丁目:10|浮間舟渡:13,分譲,,,,とどまるマンション,板橋区東坂下1丁目
コスモ板橋小豆沢,志村坂上,9,志村坂上:9|北赤羽:11,分譲,,,,とどまるマンション,板橋区小豆沢4丁目
ザ・パークハウスオイコス赤羽志茂 サードスクエア,志茂,3,志茂:3,分譲,,,,とどまるマンション,北区志茂三丁目
オルサス赤羽イースト,志茂,5,志茂:5|赤羽:9|赤羽岩淵:9,賃貸,2022,10,2241,建築物環境計画書,北区志茂二丁目33番12号(住居表示)
ザ・パークハウスオイコス赤羽志茂 フォーススクエア,志茂,7,志茂:7|赤羽岩淵:14,分譲,,,,とどまるマンション,北区志茂四丁目
ロイヤルパークス赤羽サウス,志茂,8,志茂:8|王子神谷:10|東十条:13,賃貸,2025,7,2322,建築物環境計画書,北区神谷3丁目21番30の一部
東京消防庁赤羽消防署志茂出張所,志茂,8,志茂:8|王子神谷:10|東十条:13,賃貸,2023,6,2364,建築物環境計画書,北区神谷三丁目11番22号
クレアホームズ王子神谷TOKYO,志茂,9,志茂:9,分譲,2022,15,6968,建築物環境計画書,足立区新田一丁目3番23号
シティテラス赤羽THE EAST,志茂,9,志茂:9|赤羽:11|東十条:12|王子神谷:13,分譲,2023,15,25620,建築物環境計画書,北区神谷2丁目51番1
メインステージ王子神谷,志茂,12,志茂:12|王子神谷:12,分譲,2024,12,4376,建築物環境計画書,"足立区新田2丁目4番2,3,24,58"
パーク・コート恵比寿ヒルトップレジデンス,恵比寿,4,恵比寿:4|代官山:8|中目黒:11,分譲,,,,とどまるマンション,渋谷区恵比寿南2丁目
アーバンブリーズ恵比寿,恵比寿,5,恵比寿:5|代官山:8|広尾:14|渋谷:14,賃貸,2026,14,3307,建築物環境計画書,渋谷区東3丁目15-2
パークコート恵比寿,恵比寿,5,恵比寿:5|代官山:8|広尾:14|渋谷:14,分譲,2025,15,6804,建築物環境計画書,"渋谷区東3丁目1-1,3,12"
グランドヒルズ恵比寿,恵比寿,6,恵比寿:6|広尾:12|代官山:12,分譲,,,,とどまるマンション,渋谷区恵比寿一丁目
ディアナガーデン恵比寿 The House,恵比寿,6,恵比寿:6|代官山:12|広尾:14,分譲,2026,8,2223,建築物環境計画書,渋谷区恵比寿四丁目24番1(地名地番)
プライムアーバン恵比寿II,恵比寿,6,恵比寿:6|広尾:11|代官山:11,賃貸,,,,とどまるマンション,渋谷区広尾1丁目
ガーラ・アヴェニュー渋谷,恵比寿,9,恵比寿:9|代官山:10|渋谷:11|広尾:14,分譲,,,,とどまるマンション,渋谷区東2丁目
パークハウス恵比寿イーストヒル,恵比寿,9,恵比寿:9|代官山:10|渋谷:11|広尾:14,分譲,,,,とどまるマンション,渋谷区東2丁目
プラウド渋谷東,恵比寿,9,恵比寿:9|代官山:10|渋谷:11|広尾:14,分譲,2025,9,3416,建築物環境計画書,渋谷区東二丁目26番17号
レジディア中目黒III,恵比寿,9,恵比寿:9|中目黒:9|代官山:11,賃貸,2022,15,6345,建築物環境計画書,目黒区中目黒2丁目7番7号
プライムアーバン恵比寿,恵比寿,11,恵比寿:11|目黒:11|白金台:15,賃貸,,,,とどまるマンション,目黒区三田一丁目
プライムアーバン目黒三田,恵比寿,11,恵比寿:11|目黒:11|中目黒:14|代官山:14,賃貸,,,,とどまるマンション,目黒区三田二丁目
シティハウス恵比寿伊達坂,恵比寿,12,恵比寿:12|白金台:12|広尾:13,分譲,,,,とどまるマンション,渋谷区恵比寿3丁目
グランドメゾン成城レジデンス,成城学園前,6,成城学園前:6|喜多見:11,分譲,,,,とどまるマンション,世田谷区成城3丁目
ルネ成城,成城学園前,11,成城学園前:11,分譲,,,,とどまるマンション,世田谷区成城8丁目
プラウド世田谷砧ガーデンテラス,成城学園前,13,成城学園前:13,分譲,2024,7,9360,建築物環境計画書,世田谷区砧五丁目155番2(地番)
デュオフラッツ品川戸越,戸越,1,戸越:1|戸越銀座:2|荏原中延:8|戸越公園:9|中延:13,賃貸,,,,とどまるマンション,品川区平塚1丁目
コンフォリア・リヴ品川戸越,戸越,4,戸越:4|戸越公園:4|戸越銀座:7|荏原中延:8|下神明:10,分譲,2024,8,2325,建築物環境計画書,品川区戸越4丁目4番4号
ルフォンプログレ品川戸越,戸越,5,戸越:5|戸越銀座:5|大崎広小路:9|戸越公園:11|大崎:11,賃貸,2024,12,3771,建築物環境計画書,品川区戸越一丁目17番7号(住居表示)
ザ・パークハウス戸越公園タワー,戸越公園,2,戸越公園:2|荏原中延:6|戸越:7|中延:7|戸越銀座:9,分譲,2024,23,22286,建築物環境計画書,品川区戸越五丁目45-3(地名地番)
グリーンプリズムタワー,戸越銀座,5,戸越銀座:5|戸越:6|荏原中延:7|武蔵小山:11|戸越公園:11,分譲,,,,とどまるマンション,品川区平塚3丁目
ORSUS 戸越銀座,戸越銀座,6,戸越銀座:6|武蔵小山:7|戸越:9|不動前:10|荏原中延:12,賃貸,2023,6,3582,建築物環境計画書,品川区荏原2丁目3-1
アデニウム武蔵小山,戸越銀座,6,戸越銀座:6|武蔵小山:7|戸越:9|不動前:10|荏原中延:12,分譲,,,,とどまるマンション,品川区荏原2丁目
アルファスマート高野,扇大橋,10,扇大橋:10|江北:11|大師前:15,分譲,2024,9,6799,建築物環境計画書,足立区興野二丁目968番1
グランカミーユ江北,扇大橋,10,扇大橋:10|江北:11,分譲,2022,8,3578,建築物環境計画書,足立区江北二丁目28番2
東建ニューハイツ拝島,拝島,7,拝島:7,分譲,,,,とどまるマンション,昭島市松原町3丁目
レクセルプライム昭島,拝島,11,拝島:11|昭島:12,分譲,,,,とどまるマンション,昭島市松原町2丁目
ザ・ライオンズフォーシア町屋,新三河島,3,新三河島:3|町屋:7|三河島:8|赤土小学校前:9|西日暮里:14,賃貸,2025,14,2453,建築物環境計画書,荒川区荒川五丁目1番11
スプランディッド西日暮里,新三河島,5,新三河島:5|西日暮里:6|田端:9|赤土小学校前:9|三河島:10,賃貸,2023,14,6238,建築物環境計画書,荒川区西日暮里6丁目458-4他(地名地番)
ルジェンテ西日暮里,新三河島,5,新三河島:5|西日暮里:6|田端:9|赤土小学校前:9|三河島:10,賃貸,2025,13,2476,建築物環境計画書,荒川区西日暮里六丁目53-11
7th ALLEY(セブンスアレー),新中野,3,新中野:3|中野新橋:6|中野富士見町:8|中野坂上:13|東高円寺:15,賃貸,,,,とどまるマンション,中野区本町4丁目
ザ・パークハビオ新中野,新中野,3,新中野:3|中野新橋:6|中野富士見町:8|中野坂上:13|東高円寺:15,賃貸,2024,15,4087,建築物環境計画書,中野区本町四丁目30番24号
グランリビオマークスヒル,新中野,6,新中野:6|東高円寺:8|中野富士見町:8|中野新橋:12|中野:14,分譲,,,,とどまるマンション,中野区本町6丁目
コンフォリア・リヴ新中野SOUTH,新中野,6,新中野:6|東高円寺:8|中野富士見町:8|中野新橋:12|中野:14,賃貸,2025,10,2515,建築物環境計画書,中野区本町六丁目17番19
プレミスト中野通り,新井薬師前,4,新井薬師前:4|沼袋:8|中野:14,分譲,,,,とどまるマンション,中野区新井五丁目
