muni,muni_code,q_count,first_q,last_q,chg_1y,chg_3y,chg_5y,chg_10y,chg_all,cagr_10y,vol,cnt_chg_5y,trend_json
日野市,13212,76,2007Q2,2026Q1,-4.8,1.8,30.0,33.8,32.7,2.95,27.0,105.6,"[{""y"":2016,""q"":2,""v"":319192,""n"":24},{""y"":2016,""q"":3,""v"":353572,""n"":14},{""y"":2016,""q"":4,""v"":268334,""n"":16},{""y"":2017,""q"":1,""v"":304488,""n"":26},{""y"":2017,""q"":2,""v"":333334,""n"":12},{""y"":2017,""q"":3,""v"":353978,""n"":24},{""y"":2017,""q"":4,""v"":324176,""n"":18},{""y"":2018,""q"":1,""v"":425000,""n"":23},{""y"":2018,""q"":2,""v"":280953,""n"":20},{""y"":2018,""q"":3,""v"":387143,""n"":18},{""y"":2018,""q"":4,""v"":260769,""n"":18},{""y"":2019,""q"":1,""v"":400000,""n"":19},{""y"":2019,""q"":2,""v"":256411,""n"":16},{""y"":2019,""q"":3,""v"":357143,""n"":15},{""y"":2019,""q"":4,""v"":338462,""n"":17},{""y"":2020,""q"":1,""v"":371429,""n"":23},{""y"":2020,""q"":2,""v"":289103,""n"":16},{""y"":2020,""q"":3,""v"":306667,""n"":19},{""y"":2020,""q"":4,""v"":319231,""n"":22},{""y"":2021,""q"":1,""v"":283889,""n"":50},{""y"":2021,""q"":2,""v"":321111,""n"":70},{""y"":2021,""q"":3,""v"":400000,""n"":56},{""y"":2021,""q"":4,""v"":362500,""n"":56},{""y"":2022,""q"":1,""v"":293333,""n"":67},{""y"":2022,""q"":2,""v"":387302,""n"":44},{""y"":2022,""q"":3,""v"":416667,""n"":46},{""y"":2022,""q"":4,""v"":330952,""n"":42},{""y"":2023,""q"":1,""v"":373505,""n"":58},{""y"":2023,""q"":2,""v"":400000,""n"":56},{""y"":2023,""q"":3,""v"":366667,""n"":45},{""y"":2023,""q"":4,""v"":400000,""n"":49},{""y"":2024,""q"":1,""v"":353846,""n"":43},{""y"":2024,""q"":2,""v"":361301,""n"":40},{""y"":2024,""q"":3,""v"":435385,""n"":56},{""y"":2024,""q"":4,""v"":385714,""n"":61},{""y"":2025,""q"":1,""v"":427885,""n"":58},{""y"":2025,""q"":2,""v"":374243,""n"":60},{""y"":2025,""q"":3,""v"":400000,""n"":61},{""y"":2025,""q"":4,""v"":400000,""n"":53},{""y"":2026,""q"":1,""v"":367533,""n"":46}]"
東村山市,13213,76,2007Q2,2026Q1,-0.6,7.9,16.8,28.2,27.4,2.52,16.9,100.9,"[{""y"":2016,""q"":2,""v"":351282,""n"":20},{""y"":2016,""q"":3,""v"":283334,""n"":16},{""y"":2016,""q"":4,""v"":320000,""n"":21},{""y"":2017,""q"":1,""v"":266667,""n"":29},{""y"":2017,""q"":2,""v"":355556,""n"":17},{""y"":2017,""q"":3,""v"":311111,""n"":21},{""y"":2017,""q"":4,""v"":341959,""n"":20},{""y"":2018,""q"":1,""v"":325175,""n"":22},{""y"":2018,""q"":2,""v"":312699,""n"":22},{""y"":2018,""q"":3,""v"":286111,""n"":22},{""y"":2018,""q"":4,""v"":328571,""n"":17},{""y"":2019,""q"":1,""v"":333333,""n"":23},{""y"":2019,""q"":2,""v"":316667,""n"":24},{""y"":2019,""q"":3,""v"":280000,""n"":17},{""y"":2019,""q"":4,""v"":307692,""n"":18},{""y"":2020,""q"":1,""v"":326137,""n"":24},{""y"":2020,""q"":2,""v"":348352,""n"":14},{""y"":2020,""q"":3,""v"":323077,""n"":25},{""y"":2020,""q"":4,""v"":324706,""n"":24},{""y"":2021,""q"":1,""v"":346061,""n"":50},{""y"":2021,""q"":2,""v"":313334,""n"":52},{""y"":2021,""q"":3,""v"":311689,""n"":54},{""y"":2021,""q"":4,""v"":385714,""n"":45},{""y"":2022,""q"":1,""v"":327273,""n"":43},{""y"":2022,""q"":2,""v"":360000,""n"":54},{""y"":2022,""q"":3,""v"":365866,""n"":56},{""y"":2022,""q"":4,""v"":341429,""n"":64},{""y"":2023,""q"":1,""v"":414286,""n"":45},{""y"":2023,""q"":2,""v"":400000,""n"":49},{""y"":2023,""q"":3,""v"":386667,""n"":57},{""y"":2023,""q"":4,""v"":368068,""n"":44},{""y"":2024,""q"":1,""v"":426667,""n"":45},{""y"":2024,""q"":2,""v"":400000,""n"":52},{""y"":2024,""q"":3,""v"":388195,""n"":36},{""y"":2024,""q"":4,""v"":383333,""n"":29},{""y"":2025,""q"":1,""v"":400000,""n"":44},{""y"":2025,""q"":2,""v"":400000,""n"":69},{""y"":2025,""q"":3,""v"":275962,""n"":60},{""y"":2025,""q"":4,""v"":383333,""n"":59},{""y"":2026,""q"":1,""v"":428571,""n"":39}]"
国分寺市,13214,77,2007Q1,2026Q1,5.2,22.5,48.7,68.4,83.7,5.35,14.8,157.0,"[{""y"":2016,""q"":2,""v"":514872,""n"":18},{""y"":2016,""q"":3,""v"":525000,""n"":9},{""y"":2016,""q"":4,""v"":520000,""n"":16},{""y"":2017,""q"":1,""v"":493333,""n"":14},{""y"":2017,""q"":2,""v"":483333,""n"":19},{""y"":2017,""q"":3,""v"":533333,""n"":15},{""y"":2017,""q"":4,""v"":428571,""n"":9},{""y"":2018,""q"":1,""v"":500000,""n"":20},{""y"":2018,""q"":2,""v"":460000,""n"":14},{""y"":2018,""q"":3,""v"":623529,""n"":17},{""y"":2018,""q"":4,""v"":462051,""n"":14},{""y"":2019,""q"":1,""v"":490909,""n"":17},{""y"":2019,""q"":2,""v"":520000,""n"":23},{""y"":2019,""q"":3,""v"":527273,""n"":13},{""y"":2019,""q"":4,""v"":524286,""n"":16},{""y"":2020,""q"":1,""v"":666154,""n"":16},{""y"":2020,""q"":2,""v"":503846,""n"":10},{""y"":2020,""q"":3,""v"":480000,""n"":21},{""y"":2020,""q"":4,""v"":633333,""n"":13},{""y"":2021,""q"":1,""v"":572381,""n"":42},{""y"":2021,""q"":2,""v"":614836,""n"":50},{""y"":2021,""q"":3,""v"":565152,""n"":36},{""y"":2021,""q"":4,""v"":538462,""n"":53},{""y"":2022,""q"":1,""v"":647059,""n"":57},{""y"":2022,""q"":2,""v"":670588,""n"":55},{""y"":2022,""q"":3,""v"":625000,""n"":55},{""y"":2022,""q"":4,""v"":646154,""n"":51},{""y"":2023,""q"":1,""v"":660000,""n"":37},{""y"":2023,""q"":2,""v"":720000,""n"":53},{""y"":2023,""q"":3,""v"":650000,""n"":43},{""y"":2023,""q"":4,""v"":703334,""n"":46},{""y"":2024,""q"":1,""v"":700000,""n"":54},{""y"":2024,""q"":2,""v"":783334,""n"":44},{""y"":2024,""q"":3,""v"":753846,""n"":31},{""y"":2024,""q"":4,""v"":766667,""n"":46},{""y"":2025,""q"":1,""v"":691111,""n"":52},{""y"":2025,""q"":2,""v"":800000,""n"":52},{""y"":2025,""q"":3,""v"":800000,""n"":54},{""y"":2025,""q"":4,""v"":716084,""n"":58},{""y"":2026,""q"":1,""v"":844444,""n"":57}]"
国立市,13215,76,2007Q2,2026Q1,3.6,-0.9,14.6,30.1,36.2,2.67,14.7,125.4,"[{""y"":2016,""q"":2,""v"":505263,""n"":15},{""y"":2016,""q"":3,""v"":545455,""n"":15},{""y"":2016,""q"":4,""v"":490000,""n"":12},{""y"":2017,""q"":1,""v"":550000,""n"":17},{""y"":2017,""q"":2,""v"":616667,""n"":14},{""y"":2017,""q"":3,""v"":507692,""n"":13},{""y"":2017,""q"":4,""v"":538236,""n"":12},{""y"":2018,""q"":1,""v"":543590,""n"":16},{""y"":2018,""q"":2,""v"":562500,""n"":17},{""y"":2018,""q"":3,""v"":511111,""n"":9},{""y"":2018,""q"":4,""v"":600000,""n"":10},{""y"":2019,""q"":1,""v"":500000,""n"":11},{""y"":2019,""q"":2,""v"":589205,""n"":10},{""y"":2019,""q"":3,""v"":600000,""n"":13},{""y"":2019,""q"":4,""v"":533333,""n"":13},{""y"":2020,""q"":1,""v"":615385,""n"":17},{""y"":2020,""q"":2,""v"":573334,""n"":10},{""y"":2020,""q"":3,""v"":594551,""n"":12},{""y"":2020,""q"":4,""v"":516970,""n"":18},{""y"":2021,""q"":1,""v"":616667,""n"":27},{""y"":2021,""q"":2,""v"":528571,""n"":25},{""y"":2021,""q"":3,""v"":529762,""n"":22},{""y"":2021,""q"":4,""v"":592308,""n"":18},{""y"":2022,""q"":1,""v"":685715,""n"":24},{""y"":2022,""q"":2,""v"":688889,""n"":33},{""y"":2022,""q"":3,""v"":661905,""n"":32},{""y"":2022,""q"":4,""v"":700000,""n"":23},{""y"":2023,""q"":1,""v"":650000,""n"":26},{""y"":2023,""q"":2,""v"":652632,""n"":21},{""y"":2023,""q"":3,""v"":683333,""n"":31},{""y"":2023,""q"":4,""v"":707143,""n"":40},{""y"":2024,""q"":1,""v"":662987,""n"":28},{""y"":2024,""q"":2,""v"":600000,""n"":35},{""y"":2024,""q"":3,""v"":663334,""n"":26},{""y"":2024,""q"":4,""v"":738095,""n"":28},{""y"":2025,""q"":1,""v"":628571,""n"":37},{""y"":2025,""q"":2,""v"":620000,""n"":43},{""y"":2025,""q"":3,""v"":570257,""n"":38},{""y"":2025,""q"":4,""v"":718254,""n"":34},{""y"":2026,""q"":1,""v"":761905,""n"":36}]"
福生市,13218,76,2007Q2,2026Q1,20.1,23.0,22.7,50.7,26.6,4.19,24.7,89.5,"[{""y"":2016,""q"":2,""v"":173333,""n"":3},{""y"":2016,""q"":3,""v"":167667,""n"":4},{""y"":2016,""q"":4,""v"":300000,""n"":3},{""y"":2017,""q"":1,""v"":212222,""n"":6},{""y"":2017,""q"":2,""v"":233334,""n"":8},{""y"":2017,""q"":3,""v"":253333,""n"":1},{""y"":2017,""q"":4,""v"":166667,""n"":11},{""y"":2018,""q"":1,""v"":230000,""n"":6},{""y"":2018,""q"":2,""v"":183333,""n"":13},{""y"":2018,""q"":3,""v"":181591,""n"":8},{""y"":2018,""q"":4,""v"":225385,""n"":10},{""y"":2019,""q"":1,""v"":172159,""n"":4},{""y"":2019,""q"":2,""v"":158334,""n"":6},{""y"":2019,""q"":3,""v"":218182,""n"":7},{""y"":2019,""q"":4,""v"":196111,""n"":2},{""y"":2020,""q"":1,""v"":283333,""n"":5},{""y"":2020,""q"":2,""v"":210577,""n"":4},{""y"":2020,""q"":3,""v"":236364,""n"":15},{""y"":2020,""q"":4,""v"":257143,""n"":5},{""y"":2021,""q"":1,""v"":170000,""n"":14},{""y"":2021,""q"":2,""v"":170000,""n"":16},{""y"":2021,""q"":3,""v"":183974,""n"":18},{""y"":2021,""q"":4,""v"":214359,""n"":24},{""y"":2022,""q"":1,""v"":253333,""n"":17},{""y"":2022,""q"":2,""v"":205000,""n"":11},{""y"":2022,""q"":3,""v"":185000,""n"":11},{""y"":2022,""q"":4,""v"":241026,""n"":14},{""y"":2023,""q"":1,""v"":287500,""n"":17},{""y"":2023,""q"":2,""v"":207693,""n"":14},{""y"":2023,""q"":3,""v"":286667,""n"":11},{""y"":2023,""q"":4,""v"":236364,""n"":19},{""y"":2024,""q"":1,""v"":182576,""n"":8},{""y"":2024,""q"":2,""v"":215556,""n"":6},{""y"":2024,""q"":3,""v"":230000,""n"":10},{""y"":2024,""q"":4,""v"":242857,""n"":17},{""y"":2025,""q"":1,""v"":226516,""n"":18},{""y"":2025,""q"":2,""v"":231667,""n"":14},{""y"":2025,""q"":3,""v"":272727,""n"":15},{""y"":2025,""q"":4,""v"":275715,""n"":26},{""y"":2026,""q"":1,""v"":328571,""n"":17}]"
狛江市,13219,76,2007Q2,2026Q1,-0.4,18.5,28.4,44.9,35.3,3.78,16.1,115.1,"[{""y"":2016,""q"":2,""v"":445455,""n"":10},{""y"":2016,""q"":3,""v"":488312,""n"":18},{""y"":2016,""q"":4,""v"":490909,""n"":7},{""y"":2017,""q"":1,""v"":482418,""n"":12},{""y"":2017,""q"":2,""v"":360000,""n"":11},{""y"":2017,""q"":3,""v"":460606,""n"":20},{""y"":2017,""q"":4,""v"":482857,""n"":8},{""y"":2018,""q"":1,""v"":416667,""n"":11},{""y"":2018,""q"":2,""v"":444444,""n"":21},{""y"":2018,""q"":3,""v"":497596,""n"":14},{""y"":2018,""q"":4,""v"":400000,""n"":6},{""y"":2019,""q"":1,""v"":454546,""n"":14},{""y"":2019,""q"":2,""v"":533333,""n"":11},{""y"":2019,""q"":3,""v"":520000,""n"":12},{""y"":2019,""q"":4,""v"":438384,""n"":10},{""y"":2020,""q"":1,""v"":560000,""n"":17},{""y"":2020,""q"":2,""v"":517143,""n"":10},{""y"":2020,""q"":3,""v"":600477,""n"":18},{""y"":2020,""q"":4,""v"":360390,""n"":18},{""y"":2021,""q"":1,""v"":528571,""n"":27},{""y"":2021,""q"":2,""v"":616026,""n"":34},{""y"":2021,""q"":3,""v"":540660,""n"":38},{""y"":2021,""q"":4,""v"":550000,""n"":39},{""y"":2022,""q"":1,""v"":696667,""n"":26},{""y"":2022,""q"":2,""v"":546667,""n"":33},{""y"":2022,""q"":3,""v"":700000,""n"":35},{""y"":2022,""q"":4,""v"":585715,""n"":32},{""y"":2023,""q"":1,""v"":545000,""n"":28},{""y"":2023,""q"":2,""v"":692549,""n"":28},{""y"":2023,""q"":3,""v"":629412,""n"":30},{""y"":2023,""q"":4,""v"":633333,""n"":25},{""y"":2024,""q"":1,""v"":685455,""n"":32},{""y"":2024,""q"":2,""v"":586667,""n"":35},{""y"":2024,""q"":3,""v"":742857,""n"":25},{""y"":2024,""q"":4,""v"":655238,""n"":18},{""y"":2025,""q"":1,""v"":692308,""n"":25},{""y"":2025,""q"":2,""v"":717647,""n"":33},{""y"":2025,""q"":3,""v"":552941,""n"":49},{""y"":2025,""q"":4,""v"":650000,""n"":46},{""y"":2026,""q"":1,""v"":692308,""n"":29}]"
東大和市,13220,76,2007Q2,2026Q1,-2.8,23.1,40.7,23.7,41.3,2.15,18.8,56.9,"[{""y"":2016,""q"":2,""v"":338462,""n"":13},{""y"":2016,""q"":3,""v"":181705,""n"":8},{""y"":2016,""q"":4,""v"":369231,""n"":7},{""y"":2017,""q"":1,""v"":292046,""n"":10},{""y"":2017,""q"":2,""v"":304762,""n"":5},{""y"":2017,""q"":3,""v"":350000,""n"":12},{""y"":2017,""q"":4,""v"":398974,""n"":10},{""y"":2018,""q"":1,""v"":316667,""n"":9},{""y"":2018,""q"":2,""v"":314286,""n"":15},{""y"":2018,""q"":3,""v"":361086,""n"":10},{""y"":2018,""q"":4,""v"":316084,""n"":14},{""y"":2019,""q"":1,""v"":314286,""n"":7},{""y"":2019,""q"":2,""v"":312699,""n"":8},{""y"":2019,""q"":3,""v"":353846,""n"":10},{""y"":2019,""q"":4,""v"":328571,""n"":7},{""y"":2020,""q"":1,""v"":308334,""n"":12},{""y"":2020,""q"":2,""v"":316667,""n"":13},{""y"":2020,""q"":3,""v"":362500,""n"":7},{""y"":2020,""q"":4,""v"":273016,""n"":10},{""y"":2021,""q"":1,""v"":282353,""n"":21},{""y"":2021,""q"":2,""v"":353846,""n"":23},{""y"":2021,""q"":3,""v"":385714,""n"":17},{""y"":2021,""q"":4,""v"":433036,""n"":18},{""y"":2022,""q"":1,""v"":393334,""n"":20},{""y"":2022,""q"":2,""v"":452198,""n"":22},{""y"":2022,""q"":3,""v"":346104,""n"":20},{""y"":2022,""q"":4,""v"":315477,""n"":28},{""y"":2023,""q"":1,""v"":338462,""n"":15},{""y"":2023,""q"":2,""v"":342857,""n"":19},{""y"":2023,""q"":3,""v"":407143,""n"":20},{""y"":2023,""q"":4,""v"":454780,""n"":10},{""y"":2024,""q"":1,""v"":417693,""n"":28},{""y"":2024,""q"":2,""v"":435385,""n"":16},{""y"":2024,""q"":3,""v"":423333,""n"":16},{""y"":2024,""q"":4,""v"":432143,""n"":20},{""y"":2025,""q"":1,""v"":440000,""n"":19},{""y"":2025,""q"":2,""v"":386667,""n"":17},{""y"":2025,""q"":3,""v"":414286,""n"":23},{""y"":2025,""q"":4,""v"":440000,""n"":23},{""y"":2026,""q"":1,""v"":428571,""n"":17}]"
清瀬市,13221,76,2007Q2,2026Q1,1.2,4.3,0.7,13.4,21.6,1.27,40.5,52.2,"[{""y"":2016,""q"":2,""v"":314286,""n"":9},{""y"":2016,""q"":3,""v"":356818,""n"":10},{""y"":2016,""q"":4,""v"":378333,""n"":8},{""y"":2017,""q"":1,""v"":350000,""n"":8},{""y"":2017,""q"":2,""v"":447059,""n"":5},{""y"":2017,""q"":3,""v"":266667,""n"":6},{""y"":2017,""q"":4,""v"":260000,""n"":4},{""y"":2018,""q"":1,""v"":342857,""n"":7},{""y"":2018,""q"":2,""v"":352381,""n"":5},{""y"":2018,""q"":3,""v"":183333,""n"":7},{""y"":2018,""q"":4,""v"":330000,""n"":6},{""y"":2019,""q"":1,""v"":362500,""n"":5},{""y"":2019,""q"":2,""v"":280000,""n"":5},{""y"":2019,""q"":3,""v"":173333,""n"":5},{""y"":2019,""q"":4,""v"":398750,""n"":2},{""y"":2020,""q"":1,""v"":190000,""n"":4},{""y"":2020,""q"":2,""v"":425000,""n"":13},{""y"":2020,""q"":3,""v"":415385,""n"":7},{""y"":2020,""q"":4,""v"":514286,""n"":9},{""y"":2021,""q"":1,""v"":341176,""n"":17},{""y"":2021,""q"":2,""v"":373333,""n"":25},{""y"":2021,""q"":3,""v"":428571,""n"":23},{""y"":2021,""q"":4,""v"":362500,""n"":17},{""y"":2022,""q"":1,""v"":333333,""n"":23},{""y"":2022,""q"":2,""v"":389020,""n"":20},{""y"":2022,""q"":3,""v"":353846,""n"":15},{""y"":2022,""q"":4,""v"":422222,""n"":22},{""y"":2023,""q"":1,""v"":481448,""n"":10},{""y"":2023,""q"":2,""v"":385714,""n"":19},{""y"":2023,""q"":3,""v"":340000,""n"":20},{""y"":2023,""q"":4,""v"":120000,""n"":19},{""y"":2024,""q"":1,""v"":302598,""n"":20},{""y"":2024,""q"":2,""v"":373334,""n"":12},{""y"":2024,""q"":3,""v"":462567,""n"":24},{""y"":2024,""q"":4,""v"":275834,""n"":22},{""y"":2025,""q"":1,""v"":520000,""n"":18},{""y"":2025,""q"":2,""v"":313333,""n"":11},{""y"":2025,""q"":3,""v"":421053,""n"":20},{""y"":2025,""q"":4,""v"":430769,""n"":22},{""y"":2026,""q"":1,""v"":425000,""n"":17}]"
東久留米市,13222,76,2007Q2,2026Q1,7.8,-5.0,10.1,27.2,25.4,2.44,32.7,98.6,"[{""y"":2016,""q"":2,""v"":362500,""n"":12},{""y"":2016,""q"":3,""v"":266667,""n"":8},{""y"":2016,""q"":4,""v"":300000,""n"":11},{""y"":2017,""q"":1,""v"":400000,""n"":13},{""y"":2017,""q"":2,""v"":283333,""n"":13},{""y"":2017,""q"":3,""v"":327273,""n"":9},{""y"":2017,""q"":4,""v"":211111,""n"":13},{""y"":2018,""q"":1,""v"":201478,""n"":8},{""y"":2018,""q"":2,""v"":279488,""n"":8},{""y"":2018,""q"":3,""v"":346667,""n"":13},{""y"":2018,""q"":4,""v"":258586,""n"":6},{""y"":2019,""q"":1,""v"":438462,""n"":8},{""y"":2019,""q"":2,""v"":355715,""n"":14},{""y"":2019,""q"":3,""v"":217778,""n"":15},{""y"":2019,""q"":4,""v"":172308,""n"":12},{""y"":2020,""q"":1,""v"":186364,""n"":8},{""y"":2020,""q"":2,""v"":266667,""n"":11},{""y"":2020,""q"":3,""v"":200000,""n"":11},{""y"":2020,""q"":4,""v"":263158,""n"":15},{""y"":2021,""q"":1,""v"":300000,""n"":35},{""y"":2021,""q"":2,""v"":236364,""n"":35},{""y"":2021,""q"":3,""v"":379465,""n"":18},{""y"":2021,""q"":4,""v"":226667,""n"":38},{""y"":2022,""q"":1,""v"":225000,""n"":35},{""y"":2022,""q"":2,""v"":333333,""n"":37},{""y"":2022,""q"":3,""v"":306667,""n"":41},{""y"":2022,""q"":4,""v"":307692,""n"":29},{""y"":2023,""q"":1,""v"":274825,""n"":32},{""y"":2023,""q"":2,""v"":309402,""n"":30},{""y"":2023,""q"":3,""v"":269697,""n"":38},{""y"":2023,""q"":4,""v"":237500,""n"":25},{""y"":2024,""q"":1,""v"":349804,""n"":30},{""y"":2024,""q"":2,""v"":230952,""n"":42},{""y"":2024,""q"":3,""v"":332540,""n"":30},{""y"":2024,""q"":4,""v"":252778,""n"":30},{""y"":2025,""q"":1,""v"":288462,""n"":30},{""y"":2025,""q"":2,""v"":266667,""n"":43},{""y"":2025,""q"":3,""v"":316667,""n"":27},{""y"":2025,""q"":4,""v"":214286,""n"":40},{""y"":2026,""q"":1,""v"":369231,""n"":33}]"
武蔵村山市,13223,60,2008Q1,2025Q4,2.0,-0.7,0.0,0.6,-28.2,0.06,40.4,214.3,"[{""y"":2014,""q"":4,""v"":120000,""n"":3},{""y"":2015,""q"":2,""v"":188462,""n"":2},{""y"":2015,""q"":3,""v"":152308,""n"":1},{""y"":2015,""q"":4,""v"":125000,""n"":1},{""y"":2016,""q"":1,""v"":125000,""n"":1},{""y"":2016,""q"":2,""v"":228572,""n"":2},{""y"":2016,""q"":3,""v"":197143,""n"":2},{""y"":2017,""q"":1,""v"":184615,""n"":1},{""y"":2017,""q"":2,""v"":190000,""n"":2},{""y"":2017,""q"":4,""v"":175000,""n"":1},{""y"":2018,""q"":1,""v"":314286,""n"":1},{""y"":2018,""q"":2,""v"":240000,""n"":1},{""y"":2018,""q"":3,""v"":135714,""n"":2},{""y"":2018,""q"":4,""v"":215385,""n"":1},{""y"":2019,""q"":1,""v"":74545,""n"":1},{""y"":2019,""q"":2,""v"":153333,""n"":1},{""y"":2019,""q"":3,""v"":266667,""n"":3},{""y"":2019,""q"":4,""v"":223529,""n"":1},{""y"":2020,""q"":1,""v"":187576,""n"":2},{""y"":2020,""q"":2,""v"":125000,""n"":1},{""y"":2020,""q"":3,""v"":142857,""n"":1},{""y"":2020,""q"":4,""v"":120000,""n"":1},{""y"":2021,""q"":1,""v"":253362,""n"":2},{""y"":2021,""q"":3,""v"":256411,""n"":2},{""y"":2021,""q"":4,""v"":214286,""n"":3},{""y"":2022,""q"":1,""v"":145000,""n"":1},{""y"":2022,""q"":2,""v"":219221,""n"":2},{""y"":2022,""q"":3,""v"":200000,""n"":1},{""y"":2022,""q"":4,""v"":230769,""n"":1},{""y"":2023,""q"":1,""v"":242857,""n"":1},{""y"":2023,""q"":2,""v"":246154,""n"":2},{""y"":2023,""q"":3,""v"":254545,""n"":1},{""y"":2023,""q"":4,""v"":160000,""n"":3},{""y"":2024,""q"":1,""v"":239860,""n"":4},{""y"":2024,""q"":2,""v"":238182,""n"":2},{""y"":2024,""q"":3,""v"":165000,""n"":6},{""y"":2025,""q"":1,""v"":226667,""n"":5},{""y"":2025,""q"":2,""v"":244444,""n"":3},{""y"":2025,""q"":3,""v"":163636,""n"":7},{""y"":2025,""q"":4,""v"":184615,""n"":7}]"
多摩市,13224,77,2007Q1,2026Q1,-1.7,1.0,26.8,10.0,25.4,0.96,15.6,77.7,"[{""y"":2016,""q"":2,""v"":277778,""n"":23},{""y"":2016,""q"":3,""v"":334286,""n"":38},{""y"":2016,""q"":4,""v"":304202,""n"":38},{""y"":2017,""q"":1,""v"":344231,""n"":44},{""y"":2017,""q"":2,""v"":321539,""n"":38},{""y"":2017,""q"":3,""v"":329412,""n"":61},{""y"":2017,""q"":4,""v"":281667,""n"":36},{""y"":2018,""q"":1,""v"":279606,""n"":36},{""y"":2018,""q"":2,""v"":277351,""n"":42},{""y"":2018,""q"":3,""v"":355556,""n"":33},{""y"":2018,""q"":4,""v"":307692,""n"":50},{""y"":2019,""q"":1,""v"":300000,""n"":53},{""y"":2019,""q"":2,""v"":258334,""n"":30},{""y"":2019,""q"":3,""v"":360000,""n"":25},{""y"":2019,""q"":4,""v"":307692,""n"":35},{""y"":2020,""q"":1,""v"":312440,""n"":36},{""y"":2020,""q"":2,""v"":266667,""n"":25},{""y"":2020,""q"":3,""v"":285714,""n"":39},{""y"":2020,""q"":4,""v"":253333,""n"":55},{""y"":2021,""q"":1,""v"":287857,""n"":96},{""y"":2021,""q"":2,""v"":321539,""n"":126},{""y"":2021,""q"":3,""v"":320000,""n"":98},{""y"":2021,""q"":4,""v"":323077,""n"":137},{""y"":2022,""q"":1,""v"":356350,""n"":114},{""y"":2022,""q"":2,""v"":292308,""n"":91},{""y"":2022,""q"":3,""v"":333333,""n"":103},{""y"":2022,""q"":4,""v"":384615,""n"":107},{""y"":2023,""q"":1,""v"":360000,""n"":92},{""y"":2023,""q"":2,""v"":328389,""n"":84},{""y"":2023,""q"":3,""v"":300702,""n"":86},{""y"":2023,""q"":4,""v"":428571,""n"":111},{""y"":2024,""q"":1,""v"":492821,""n"":98},{""y"":2024,""q"":2,""v"":410526,""n"":113},{""y"":2024,""q"":3,""v"":364706,""n"":113},{""y"":2024,""q"":4,""v"":347368,""n"":105},{""y"":2025,""q"":1,""v"":320000,""n"":111},{""y"":2025,""q"":2,""v"":353572,""n"":114},{""y"":2025,""q"":3,""v"":426667,""n"":89},{""y"":2025,""q"":4,""v"":314584,""n"":86},{""y"":2026,""q"":1,""v"":346667,""n"":93}]"
稲城市,13225,76,2007Q2,2026Q1,-6.8,-8.1,18.4,17.0,22.1,1.58,16.5,77.9,"[{""y"":2016,""q"":2,""v"":323109,""n"":10},{""y"":2016,""q"":3,""v"":381061,""n"":12},{""y"":2016,""q"":4,""v"":411111,""n"":9},{""y"":2017,""q"":1,""v"":272436,""n"":14},{""y"":2017,""q"":2,""v"":330223,""n"":12},{""y"":2017,""q"":3,""v"":425000,""n"":15},{""y"":2017,""q"":4,""v"":379121,""n"":8},{""y"":2018,""q"":1,""v"":409524,""n"":11},{""y"":2018,""q"":2,""v"":356667,""n"":8},{""y"":2018,""q"":3,""v"":333333,""n"":11},{""y"":2018,""q"":4,""v"":387857,""n"":18},{""y"":2019,""q"":1,""v"":400000,""n"":11},{""y"":2019,""q"":2,""v"":383333,""n"":13},{""y"":2019,""q"":3,""v"":335417,""n"":14},{""y"":2019,""q"":4,""v"":311111,""n"":11},{""y"":2020,""q"":1,""v"":342857,""n"":15},{""y"":2020,""q"":2,""v"":442857,""n"":9},{""y"":2020,""q"":3,""v"":350000,""n"":11},{""y"":2020,""q"":4,""v"":303509,""n"":18},{""y"":2021,""q"":1,""v"":320000,""n"":48},{""y"":2021,""q"":2,""v"":400000,""n"":58},{""y"":2021,""q"":3,""v"":387500,""n"":31},{""y"":2021,""q"":4,""v"":473756,""n"":34},{""y"":2022,""q"":1,""v"":411111,""n"":49},{""y"":2022,""q"":2,""v"":391759,""n"":44},{""y"":2022,""q"":3,""v"":447059,""n"":33},{""y"":2022,""q"":4,""v"":416667,""n"":33},{""y"":2023,""q"":1,""v"":502941,""n"":36},{""y"":2023,""q"":2,""v"":500000,""n"":41},{""y"":2023,""q"":3,""v"":440000,""n"":33},{""y"":2023,""q"":4,""v"":423529,""n"":29},{""y"":2024,""q"":1,""v"":483030,""n"":34},{""y"":2024,""q"":2,""v"":485714,""n"":43},{""y"":2024,""q"":3,""v"":440000,""n"":33},{""y"":2024,""q"":4,""v"":411765,""n"":51},{""y"":2025,""q"":1,""v"":374445,""n"":46},{""y"":2025,""q"":2,""v"":420168,""n"":32},{""y"":2025,""q"":3,""v"":373333,""n"":41},{""y"":2025,""q"":4,""v"":372851,""n"":40},{""y"":2026,""q"":1,""v"":510000,""n"":40}]"
