"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",8,43000000,"１ＬＤＫ",40,"2018年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",7,29000000,"１Ｋ",25,"2008年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",2,25000000,"１ＤＫ",30,"2007年","ＲＣ","住宅","住宅","商業",80,800,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",8,37000000,"１Ｋ",25,"2018年","ＲＣ","住宅","その他","商業",80,600,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",2,30000000,"１Ｋ",20,"1985年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",8,49000000,"１ＬＤＫ",40,"2018年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","台東","仲御徒町",4,83000000,"２ＬＤＫ",50,"2021年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","鳥越","浅草橋",8,30000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","商業",80,600,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","鳥越","浅草橋",8,34000000,"１Ｋ",25,"2008年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","鳥越","蔵前",6,65000000,"３ＬＤＫ",70,"2003年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","鳥越","新御徒町",8,38000000,"１ＬＤＫ",35,"2009年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","鳥越","新御徒町",6,26000000,"１Ｋ",25,"2019年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,13000000,"１Ｋ",15,"1985年","ＳＲＣ","住宅","","商業",80,500,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",2,71000000,"２ＬＤＫ",55,"2001年","ＳＲＣ","住宅","住宅","商業",80,700,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,72000000,"",50,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",2,60000000,"１ＬＤＫ",45,"2001年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",5,43000000,"１ＬＤＫ",35,"2019年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,110000000,"１ＬＤＫ＋Ｓ",65,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",2,50000000,"１ＤＫ",40,"2016年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,83000000,"１ＬＤＫ",45,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,190000000,"３ＬＤＫ",85,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,140000000,"",70,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",5,89000000,"３ＬＤＫ",65,"2002年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,78000000,"３ＬＤＫ",55,"1997年","ＳＲＣ","住宅","","商業",80,700,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,34000000,"２ＬＤＫ",45,"2012年","ＲＣ","住宅","事務所","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",6,25000000,"１Ｋ",25,"2008年","ＲＣ","住宅","その他","商業",80,500,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",2,60000000,"２ＬＤＫ",50,"2011年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,110000000,"",65,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",4,130000000,"３ＬＤＫ",70,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","浅草(つくばＥＸＰ)",2,84000000,"２ＬＤＫ",60,"2011年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","田原町(東京)",6,85000000,"３ＬＤＫ",65,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","西浅草","田原町(東京)",6,52000000,"",55,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","南千住",5,25000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","南千住",6,16000000,"１Ｒ",30,"1980年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","南千住",9,34000000,"１Ｋ",25,"2023年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","南千住",9,33000000,"１Ｋ",25,"2023年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","三ノ輪",3,29000000,"",25,"2009年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","日本堤","三ノ輪",9,23000000,"１Ｋ",25,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","入谷(東京)",6,110000000,"３ＬＤＫ",60,"2022年","ＲＣ","住宅","住宅","商業",80,500,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","入谷(東京)",6,79000000,"３ＬＤＫ",100,"1998年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","入谷(東京)",8,31000000,"２ＤＫ",40,"2007年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",2,16000000,"１Ｋ",25,"2006年","ＲＣ","その他","その他","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",4,80000000,"２ＤＫ",50,"2012年","ＲＣ","住宅","","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",4,39000000,"１ＬＤＫ",30,"2012年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",4,30000000,"２ＬＤＫ",50,"1972年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",4,29000000,"１ＬＤＫ",30,"1972年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",3,32000000,"２ＬＤＫ",50,"1980年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",5,55000000,"２ＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","鶯谷",3,29000000,"１Ｋ",25,"2016年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","日暮里",5,19000000,"１Ｋ",20,"1990年","ＳＲＣ","住宅","住宅","商業",80,400,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","日暮里",6,50000000,"１ＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,400,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","日暮里",8,27000000,"１Ｋ",25,"2009年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",1,52000000,"２ＬＤＫ",50,"1996年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",2,28000000,"１Ｋ",25,"2014年","ＲＣ","住宅","その他","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",5,45000000,"",35,"2017年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",1,52000000,"２ＬＤＫ",60,"2000年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",1,42000000,"２Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",6,73000000,"３ＬＤＫ",70,"2007年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",2,69000000,"３ＬＤＫ",65,"2006年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","根岸","三ノ輪",5,27000000,"１Ｋ",25,"2015年","ＲＣ","住宅","その他","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","橋場","南千住",18,46000000,"３ＬＤＫ",60,"2000年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","橋場","南千住",19,38000000,"３ＬＤＫ",55,"2006年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","橋場","南千住",18,34000000,"１ＬＤＫ＋Ｓ",45,"1982年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","橋場","南千住",18,54000000,"３ＬＤＫ",65,"2000年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","花川戸","浅草(東武・都営・メトロ)",3,52000000,"１ＬＤＫ",40,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","花川戸","浅草(東武・都営・メトロ)",3,31000000,"１Ｋ",25,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","花川戸","浅草(東武・都営・メトロ)",3,34000000,"",25,"2015年","ＲＣ","","","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","花川戸","浅草(東武・都営・メトロ)",9,60000000,"３ＬＤＫ",60,"2000年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","浅草(東武・都営・メトロ)",14,30000000,"１ＬＤＫ",40,"2017年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装","関係者間取引"
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","浅草(東武・都営・メトロ)",18,36000000,"１Ｋ",25,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","浅草(東武・都営・メトロ)",18,38000000,"１ＤＫ",25,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","浅草(東武・都営・メトロ)",14,62000000,"３ＬＤＫ",65,"1999年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","浅草(東武・都営・メトロ)",18,59000000,"１ＬＤＫ",40,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",16,58000000,"１ＬＤＫ",40,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",9,31000000,"２ＤＫ",30,"2012年","ＲＣ","","住宅","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",16,37000000,"１ＤＫ",25,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",9,35000000,"１Ｋ",30,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",9,36000000,"２ＬＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東浅草","南千住",15,43000000,"２ＬＤＫ",55,"1996年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,41000000,"１Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業",80,600,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",4,190000000,"２ＬＤＫ",55,"2002年","ＳＲＣ","住宅","","商業",80,600,"2026年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,46000000,"１Ｋ",25,"2020年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",1,27000000,"１ＤＫ",25,"2013年","","住宅","住宅","商業",80,700,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",4,140000000,"４ＬＤＫ",85,"2000年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",1,32000000,"１Ｒ",25,"2013年","","住宅","住宅","商業",80,700,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,30000000,"１ＤＫ",30,"1974年","ＲＣ","住宅","事務所","商業",80,500,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,130000000,"２ＬＤＫ",55,"2021年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",4,39000000,"２ＬＤＫ",45,"1994年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,17000000,"１ＤＫ",30,"1974年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,23000000,"１ＬＤＫ",35,"1974年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",2,29000000,"１Ｋ",25,"2009年","ＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",1,31000000,"１Ｋ",25,"2015年","ＲＣ","住宅","","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",7,50000000,"１ＬＤＫ",40,"1989年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,120000000,"２ＬＤＫ",50,"2021年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",4,33000000,"１Ｋ",25,"2010年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","稲荷町(東京)",3,110000000,"２ＬＤＫ",55,"2021年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",8,43000000,"１Ｋ",35,"2007年","ＲＣ","住宅","","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",3,36000000,"１Ｋ",30,"1999年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",6,32000000,"",25,"2005年","ＳＲＣ","","住宅","商業",80,700,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",6,100000000,"２ＬＤＫ",45,"2025年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",6,29000000,"１Ｋ",25,"2005年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",3,35000000,"１Ｋ",30,"1999年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",6,30000000,"１Ｋ",30,"2005年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","上野",3,62000000,"１ＬＤＫ",35,"2017年","ＲＣ","住宅","","商業",80,700,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","東上野","新御徒町",4,34000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","商業",80,400,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,56000000,"１ＬＤＫ",40,"2007年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",7,37000000,"１Ｋ",30,"2009年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,58000000,"１ＬＤＫ",35,"2007年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,27000000,"１Ｋ",25,"2008年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",8,23000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,93000000,"オープンフロア",75,"1993年","ＳＲＣ","店舗","店舗","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,25000000,"１Ｋ",25,"2008年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,32000000,"１Ｋ",35,"2007年","ＲＣ","","その他","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,49000000,"１ＬＤＫ",40,"2008年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","浅草(つくばＥＸＰ)",5,28000000,"１Ｋ",25,"2007年","ＲＣ","住宅","その他","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","稲荷町(東京)",3,20000000,"１Ｒ",20,"1988年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",4,31000000,"２ＬＤＫ",45,"1977年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",7,30000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",7,30000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",7,5000000,"１Ｋ",25,"1978年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",8,72000000,"３ＬＤＫ",70,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",7,17000000,"１ＤＫ",30,"1978年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",4,36000000,"２ＬＤＫ",40,"1977年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",7,41000000,"",45,"1978年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",4,30000000,"１Ｋ",25,"2012年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","入谷(東京)",4,32000000,"１Ｋ",25,"2022年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","田原町(東京)",6,46000000,"１ＬＤＫ",35,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","田原町(東京)",5,30000000,"",25,"2015年","ＲＣ","住宅","","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","田原町(東京)",5,34000000,"１Ｋ",25,"2015年","ＲＣ","住宅","その他","商業",80,600,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","田原町(東京)",6,91000000,"３ＬＤＫ",55,"2006年","ＲＣ","住宅","事務所","商業",80,400,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","松が谷","田原町(東京)",5,49000000,"１ＤＫ",40,"2015年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",6,58000000,"",40,"2003年","ＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",5,90000000,"２ＬＤＫ",50,"2021年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",5,49000000,"１ＬＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13106","東京都","台東区","三筋","蔵前",4,31000000,"１Ｋ",25,"2008年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
