"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代官山町","代官山",1,270000000,"３ＬＤＫ",70,"2000年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","代官山町","代官山",7,110000000,"２ＬＤＫ",60,"1971年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","道玄坂","渋谷",5,32000000,"１Ｋ",30,"1974年","ＳＲＣ","住宅","事務所","商業",80,800,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","道玄坂","渋谷",7,25000000,"１Ｋ",20,"1979年","ＳＲＣ","住宅","事務所","商業",80,600,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","駒場東大前",13,12000000,"１Ｒ",15,"1983年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","駒場東大前",13,14000000,"１Ｒ",15,"1983年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",2,25000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","近隣商業",80,150,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",9,32000000,"１Ｋ",25,"2003年","ＲＣ","","住宅","２低住専",60,200,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",4,36000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",9,31000000,"１Ｋ",20,"2011年","ＲＣ","住宅","その他","２種住居",60,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",3,120000000,"",55,"2000年","ＳＲＣ","","","近隣商業",80,400,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",10,160000000,"２ＬＤＫ＋Ｓ",65,"2021年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",4,38000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",10,120000000,"１ＬＤＫ",45,"2021年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",11,29000000,"１Ｋ",20,"2001年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",7,89000000,"１ＬＤＫ",45,"","ＲＣ","住宅","住宅","２種住居",60,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",4,33000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",12,24000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",13,23000000,"１Ｋ",15,"2000年","ＲＣ","住宅","その他","近隣商業",80,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",1,99000000,"１ＬＤＫ",45,"2008年","ＲＣ","","住宅","近隣商業",80,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",11,25000000,"１Ｋ",20,"2001年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木公園",5,140000000,"２ＬＤＫ",50,"2007年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木八幡",3,93000000,"２ＬＤＫ",60,"","ＲＣ","住宅","住宅","近隣商業",80,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木八幡",12,34000000,"２ＤＫ",30,"1996年","ＲＣ","事務所","事務所","近隣商業",80,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","富ケ谷","代々木八幡",11,190000000,"３ＬＤＫ",75,"2002年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",9,750000000,"２ＬＤＫ",155,"2008年","ＲＣ","住宅","住宅","２低住専",60,200,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",10,69000000,"２ＬＤＫ",50,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",9,600000000,"２ＬＤＫ",110,"2008年","ＲＣ","住宅","住宅","２低住専",60,200,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",8,180000000,"２ＬＤＫ",70,"2002年","ＲＣ","住宅","住宅","２低住専",60,200,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",10,63000000,"",65,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",10,41000000,"１ＤＫ",40,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","南平台町","渋谷",10,84000000,"２ＬＤＫ",65,"1970年","ＳＲＣ","住宅","住宅","２種住居",60,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","幡ケ谷",7,53000000,"１ＬＤＫ",35,"2002年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","幡ケ谷",3,26000000,"１Ｋ",15,"2001年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","幡ケ谷",4,200000000,"３ＬＤＫ",75,"","ＳＲＣ","","住宅","１種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","初台",7,34000000,"１ＬＤＫ",30,"1999年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","代々木上原",6,69000000,"１ＬＤＫ",35,"2005年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","代々木上原",8,27000000,"１ＬＤＫ",35,"1969年","ＲＣ","住宅","住宅","１種住居",60,200,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","西原","代々木八幡",10,50000000,"１ＤＫ",35,"2009年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",9,170000000,"４ＬＤＫ",120,"1993年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",10,66000000,"３ＬＤＫ",60,"1998年","ＲＣ","住宅","住宅","２種住居",60,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",10,68000000,"",35,"2018年","ＲＣ","住宅","住宅","２種住居",60,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",9,100000000,"２ＬＤＫ",55,"2018年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",6,15000000,"１Ｋ",15,"1985年","ＳＲＣ","住宅","住宅","準工業",60,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",6,24000000,"１Ｋ",15,"1985年","ＳＲＣ","住宅","住宅","準工業",60,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",6,12000000,"１Ｋ",15,"1985年","ＳＲＣ","住宅","住宅","準工業",60,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","笹塚",9,39000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","２種住居",60,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",6,40000000,"１Ｋ",25,"2016年","ＲＣ","","その他","２中住専",60,200,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,34000000,"１ＬＤＫ",40,"1974年","ＲＣ","","住宅","１種住居",60,300,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",4,52000000,"３ＬＤＫ",50,"1984年","ＲＣ","住宅","住宅","準工業",60,300,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",4,47000000,"２ＤＫ",45,"1984年","ＲＣ","住宅","その他","準工業",60,300,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,62000000,"２ＬＤＫ",60,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,38000000,"３ＤＫ",50,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",8,42000000,"２ＤＫ",35,"1989年","ＲＣ","","住宅","１種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",5,77000000,"１ＬＤＫ",50,"2004年","ＲＣ","住宅","住宅","準工業",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,18000000,"２ＤＫ",35,"1974年","ＲＣ","","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",8,85000000,"２ＬＤＫ",55,"1995年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",6,32000000,"１ＬＤＫ",30,"2004年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",4,27000000,"１ＤＫ",30,"1982年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,52000000,"１ＬＤＫ",45,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",6,45000000,"１ＬＤＫ",35,"2011年","ＲＣ","","住宅","商業",80,500,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",6,80000000,"３ＬＤＫ",70,"1986年","ＲＣ","","住宅","準工業",60,300,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",4,83000000,"２ＬＤＫ",50,"1995年","ＲＣ","住宅","住宅","準工業",60,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",5,29000000,"１Ｋ",20,"","","","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",1,20000000,"１ＤＫ",30,"1972年","ＳＲＣ","住宅","その他","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",11,79000000,"３ＬＤＫ",65,"2013年","ＲＣ","住宅","住宅","１中住専",60,200,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",4,20000000,"１ＤＫ",30,"1982年","ＳＲＣ","住宅","その他","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",5,25000000,"１Ｋ",20,"","ＲＣ","","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,45000000,"１ＬＤＫ",40,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,30000000,"１ＬＤＫ",35,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",2,28000000,"１Ｋ",20,"2003年","ＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",11,76000000,"３ＬＤＫ",70,"1998年","ＲＣ","住宅","住宅","２種住居",60,400,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,48000000,"１ＬＤＫ",50,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",3,17000000,"３ＤＫ",35,"1974年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",8,79000000,"３ＬＤＫ",65,"1995年","ＲＣ","","住宅","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",7,130000000,"３ＬＤＫ",75,"1998年","ＳＲＣ","住宅","住宅","１種住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","幡ケ谷","幡ケ谷",8,58000000,"１ＬＤＫ",40,"1995年","ＲＣ","住宅","","１種住居",60,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","鉢山町","代官山",9,300000000,"",80,"2012年","ＲＣ","住宅","","２低住専",60,200,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","鉢山町","代官山",7,310000000,"２ＬＤＫ",105,"2006年","ＲＣ","住宅","","２低住専",60,200,"2026年第1四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","鉢山町","代官山",7,250000000,"",90,"2006年","ＲＣ","","","２低住専",60,200,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","幡ケ谷",8,61000000,"１ＬＤＫ",40,"2017年","ＲＣ","住宅","住宅","準住居",60,300,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",1,71000000,"２ＬＤＫ",50,"1978年","ＳＲＣ","住宅","住宅","商業",80,600,"2026年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",11,190000000,"",75,"","ＲＣ","","住宅","１低住専",60,150,"2026年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",8,110000000,"２ＬＤＫ",60,"2005年","ＲＣ","","住宅","１低住専",60,150,"2026年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",2,75000000,"",70,"1982年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",6,52000000,"２ＬＤＫ",45,"1999年","ＳＲＣ","住宅","住宅","準住居",60,400,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",6,110000000,"２ＬＤＫ",65,"1999年","ＲＣ","住宅","住宅","準住居",60,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",3,34000000,"１Ｋ",20,"2015年","ＲＣ","","住宅","準住居",60,400,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",6,17000000,"１Ｋ",20,"2002年","ＲＣ","","住宅","準住居",60,400,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",6,95000000,"２ＬＤＫ",65,"2000年","ＲＣ","","住宅","１低住専",60,150,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","初台",8,150000000,"",75,"2017年","ＲＣ","住宅","","１低住専",60,150,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","初台","代々木八幡",9,160000000,"２ＬＤＫ",65,"2000年","ＲＣ","住宅","住宅","１低住専",60,150,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","恵比寿",8,29000000,"１Ｋ",20,"1999年","ＲＣ","住宅","住宅","準工業",60,400,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","恵比寿",4,350000000,"オープンフロア",95,"1990年","ＳＲＣ","","店舗","商業",80,500,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","恵比寿",6,30000000,"１Ｋ",20,"2003年","ＲＣ","住宅","住宅","準工業",60,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","渋谷",7,32000000,"１Ｋ",20,"2002年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","渋谷",11,52000000,"１ＬＤＫ",30,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","東","渋谷",10,39000000,"１Ｋ",20,"2013年","ＲＣ","住宅","住宅","商業",80,500,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","恵比寿",5,90000000,"１ＬＤＫ",50,"","","","住宅","２種住居",60,300,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","恵比寿",5,210000000,"３ＬＤＫ",85,"1977年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","恵比寿",8,16000000,"１Ｒ",15,"1984年","ＲＣ","住宅","住宅","商業",80,500,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","恵比寿",12,89000000,"１ＬＤＫ",35,"2015年","ＲＣ","住宅","事務所","２種住居",60,400,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","恵比寿",5,120000000,"３ＬＤＫ",70,"1977年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",15,600000000,"４ＬＤＫ",195,"1994年","ＲＣ","","事務所","１低住専",60,150,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",4,240000000,"",75,"","","","","２中住専",60,300,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",14,230000000,"２ＬＤＫ",120,"1992年","ＲＣ","","住宅","１低住専",60,150,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",15,350000000,"",135,"1994年","ＲＣ","","","１低住専",60,150,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",8,110000000,"１ＬＤＫ",85,"1982年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",8,1000000000,"",220,"2004年","ＲＣ","住宅","","１低住専",60,150,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","広尾","広尾",8,98000000,"１ＬＤＫ",60,"1982年","ＳＲＣ","","住宅","商業",80,500,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,14000000,"１Ｋ",15,"1985年","ＳＲＣ","住宅","住宅","商業",80,600,"2026年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,120000000,"３ＬＤＫ",70,"1999年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,20000000,"１Ｋ",15,"1992年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",3,80000000,"２ＬＤＫ",75,"1998年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,28000000,"１Ｋ",20,"2012年","ＲＣ","","住宅","商業","","","2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",6,77000000,"１ＤＫ",45,"2009年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",3,100000000,"３ＬＤＫ",75,"1998年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,150000000,"２ＬＤＫ",65,"2013年","ＲＣ","住宅","住宅","商業",80,600,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,21000000,"１Ｋ",20,"1999年","ＲＣ","","住宅","商業",80,500,"2025年第3四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,88000000,"３ＬＤＫ",70,"1999年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,73000000,"２ＬＤＫ",55,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,29000000,"１Ｋ",25,"2004年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",4,88000000,"２ＬＤＫ",70,"1999年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,21000000,"１Ｋ",15,"1992年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",3,43000000,"１ＬＤＫ",35,"2002年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",5,21000000,"１Ｋ",20,"1999年","ＲＣ","","住宅","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",6,120000000,"２ＤＫ",55,"2023年","ＲＣ","住宅","その他","１種住居",60,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","西新宿五丁目",12,14000000,"１Ｋ",20,"1994年","ＲＣ","住宅","住宅","近隣商業",80,300,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","幡ケ谷",5,26000000,"１Ｋ",20,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2026年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","幡ケ谷",6,82000000,"１ＬＤＫ",55,"2004年","ＲＣ","住宅","住宅","１種住居",60,300,"2025年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","幡ケ谷",11,22000000,"１ＤＫ",20,"2001年","ＲＣ","住宅","その他","１種住居",60,300,"2025年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","幡ケ谷",7,16000000,"１Ｋ",20,"2001年","ＲＣ","","その他","１種住居",60,300,"2025年第4四半期","",""
"中古マンション等","不動産取引価格情報","13113","東京都","渋谷区","本町","幡ケ谷",11,17000000,"１Ｋ",20,"2001年","ＲＣ","","住宅","１種住居",60,300,"2025年第4四半期","未改装",""
