reit_name,use,url,aum_oku,aum_src,property_count,appraisal_sum_oku,cap_median,cap_disclosed,properties_json
いちごオフィスリート投資法人,オフィス特化型,https://www.ichigo-office.co.jp/,2230.0,manual,86,2784,,0,"[{""物件"": ""いちご秋葉原ノースビル"", ""取得百万"": null, ""鑑定百万"": 8720.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都千代田区外神田六丁目15番12号""}, {""物件"": ""いちご恵比寿グリーングラス"", ""取得百万"": null, ""鑑定百万"": 8470.0, ""NOI利回り"": null, ""稼働率"": 80.8, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区恵比寿南三丁目１番１号""}, {""物件"": ""いちご丸の内ビル"", ""取得百万"": null, ""鑑定百万"": 8230.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区丸の内三丁目17番13号""}, {""物件"": ""いちご神宮前ビル"", ""取得百万"": null, ""鑑定百万"": 8160.0, ""NOI利回り"": null, ""稼働率"": 97.1, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区神宮前六丁目25番16号""}, {""物件"": ""いちご笹塚ビル"", ""取得百万"": null, ""鑑定百万"": 8150.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区笹塚二丁目26番２号""}, {""物件"": ""いちご五反田ビル"", ""取得百万"": null, ""鑑定百万"": 6950.0, ""NOI利回り"": null, ""稼働率"": 95.3, ""用途"": ""事務所"", ""所在"": ""東京都品川区東五反田一丁目13番12号""}, {""物件"": ""いちご渋谷道玄坂ビル"", ""取得百万"": null, ""鑑定百万"": 6090.0, ""NOI利回り"": null, ""稼働率"": 88.1, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区円山町28番３号""}, {""物件"": ""いちご日本橋イーストビル"", ""取得百万"": null, ""鑑定百万"": 5730.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都中央区日本橋馬喰町二丁目７番８号""}, {""物件"": ""いちご東池袋ビル"", ""取得百万"": null, ""鑑定百万"": 5610.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区東池袋一丁目34番５号""}, {""物件"": ""いちご栄ビル"", ""取得百万"": null, ""鑑定百万"": 5140.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区栄三丁目15番27号""}, {""物件"": ""いちご広尾ビル"", ""取得百万"": null, ""鑑定百万"": 4970.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区広尾五丁目８番14号""}, {""物件"": ""いちご大森ビル"", ""取得百万"": null, ""鑑定百万"": 4920.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都品川区南大井六丁目25番３号""}, {""物件"": ""いちご大宮ビル"", ""取得百万"": null, ""鑑定百万"": 4810.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""埼玉県さいたま市大宮区宮町二丁目79番２他""}, {""物件"": ""いちご東五反田ビル"", ""取得百万"": null, ""鑑定百万"": 4640.0, ""NOI利回り"": null, ""稼働率"": 95.5, ""用途"": ""事務所"", ""所在"": ""東京都品川区東五反田一丁目６番３号""}, {""物件"": ""いちご渋谷宇田川町ビル"", ""取得百万"": null, ""鑑定百万"": 4440.0, ""NOI利回り"": null, ""稼働率"": 67.3, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区宇田川町10番２号""}, {""物件"": ""ウィン五反田ビル"", ""取得百万"": null, ""鑑定百万"": 4330.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都品川区西五反田一丁目30番２号""}, {""物件"": ""いちご名古屋ビル"", ""取得百万"": null, ""鑑定百万"": 4120.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中村区名駅四丁目24番８号""}, {""物件"": ""いちご高松ビル"", ""取得百万"": null, ""鑑定百万"": 4060.0, ""NOI利回り"": null, ""稼働率"": 98.7, ""用途"": ""事務所"", ""所在"": ""香川県高松市寿町二丁目２番７号""}, {""物件"": ""いちご五反田ウエストビル"", ""取得百万"": null, ""鑑定百万"": 4030.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""東京都品川区西五反田二丁目18番３号""}, {""物件"": ""ウィン第２五反田ビル"", ""取得百万"": null, ""鑑定百万"": 3980.0, ""NOI利回り"": null, ""稼働率"": 88.7, ""用途"": ""事務所"", ""所在"": ""東京都品川区大崎四丁目１番２号""}, {""物件"": ""いちご三田ビル"", ""取得百万"": null, ""鑑定百万"": 3960.0, ""NOI利回り"": null, ""稼働率"": 89.5, ""用途"": ""事務所"", ""所在"": ""東京都港区芝五丁目13番18号""}, {""物件"": ""いちご立川ビル"", ""取得百万"": null, ""鑑定百万"": 3940.0, ""NOI利回り"": null, ""稼働率"": 95.7, ""用途"": ""事務所"", ""所在"": ""東京都立川市曙町一丁目21番１号""}, {""物件"": ""いちご博多駅東ビル"", ""取得百万"": null, ""鑑定百万"": 3840.0, ""NOI利回り"": null, ""稼働率"": 94.6, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区博多駅東一丁目13番９号""}, {""物件"": ""いちご乃木坂ビル"", ""取得百万"": null, ""鑑定百万"": 3760.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都港区赤坂八丁目11番37号""}, {""物件"": ""いちご九段ビル"", ""取得百万"": null, ""鑑定百万"": 3750.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都千代田区神田神保町二丁目38番１他""}, {""物件"": ""いちご東池袋三丁目ビル"", ""取得百万"": null, ""鑑定百万"": 3690.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区東池袋三丁目13番３号""}, {""物件"": ""いちご博多明治通りビル"", ""取得百万"": null, ""鑑定百万"": 3680.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区店屋町８番17号""}, {""物件"": ""いちご池袋イーストビル"", ""取得百万"": null, ""鑑定百万"": 3650.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区東池袋二丁目23番２号""}, {""物件"": ""いちご桜橋ビル"", ""取得百万"": null, ""鑑定百万"": 3640.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都中央区八丁堀四丁目８番２号""}, {""物件"": ""いちご大塚ビル"", ""取得百万"": null, ""鑑定百万"": 3420.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区南大塚三丁目46番３号""}, {""物件"": ""いちご南大塚ビル"", ""取得百万"": null, ""鑑定百万"": 3390.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区南大塚三丁目10番10号""}, {""物件"": ""いちご秋葉原イーストビル"", ""取得百万"": null, ""鑑定百万"": 3360.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""東京都千代田区神田佐久間町二丁目19番""}, {""物件"": ""いちご西参道ビル"", ""取得百万"": null, ""鑑定百万"": 3330.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区代々木三丁目28番６号、７号""}, {""物件"": ""いちご神田錦町ビル"", ""取得百万"": null, ""鑑定百万"": 3330.0, ""NOI利回り"": null, ""稼働率"": 69.2, ""用途"": ""事務所"", ""所在"": ""東京都千代田区神田錦町一丁目16番１""}, {""物件"": ""いちご新川ビル"", ""取得百万"": null, ""鑑定百万"": 3320.0, ""NOI利回り"": null, ""稼働率"": 90.2, ""用途"": ""事務所"", ""所在"": ""東京都中央区新川二丁目22番１号""}, {""物件"": ""いちご吉祥寺ビル"", ""取得百万"": null, ""鑑定百万"": 3270.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都武蔵野市吉祥寺本町二丁目５番10号""}, {""物件"": ""いちご南平台ビル"", ""取得百万"": null, ""鑑定百万"": 3130.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区南平台町１番10号""}, {""物件"": ""いちご神田小川町ビル"", ""取得百万"": null, ""鑑定百万"": 3120.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都千代田区神田小川町二丁目４番16号""}, {""物件"": ""いちご八丁堀ビル"", ""取得百万"": null, ""鑑定百万"": 2990.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都中央区新富一丁目14番１号""}, {""物件"": ""いちご博多イーストビル"", ""取得百万"": null, ""鑑定百万"": 2990.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区博多駅東一丁目13番６号""}, {""物件"": ""いちご本郷ビル"", ""取得百万"": null, ""鑑定百万"": 2960.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都文京区本郷五丁目33番10号""}, {""物件"": ""いちご渋谷文化村通りビル"", ""取得百万"": null, ""鑑定百万"": 2940.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""その他"", ""所在"": ""東京都渋谷区宇田川町28番３号""}, {""物件"": ""アクシオール三田"", ""取得百万"": null, ""鑑定百万"": 2920.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都港区三田三丁目１番17号""}, {""物件"": ""いちご博多駅東三丁目ビル"", ""取得百万"": null, ""鑑定百万"": 2850.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区博多駅東三丁目14番18号""}, {""物件"": ""いちご恵比寿西ビル"", ""取得百万"": null, ""鑑定百万"": 2840.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区恵比寿西二丁目７番３号""}, {""物件"": ""いちご堺筋本町ビル"", ""取得百万"": null, ""鑑定百万"": 2810.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""大阪府大阪市中央区本町一丁目６番16号""}, {""物件"": ""いちご神保町ビル"", ""取得百万"": null, ""鑑定百万"": 2790.0, ""NOI利回り"": null, ""稼働率"": 92.6, ""用途"": ""事務所"", ""所在"": ""東京都千代田区神田神保町一丁目11番１""}, {""物件"": ""いちご伏見ビル"", ""取得百万"": null, ""鑑定百万"": 2630.0, ""NOI利回り"": null, ""稼働率"": 94.8, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区錦一丁目18番24号""}, {""物件"": ""いちご池尻ビル"", ""取得百万"": null, ""鑑定百万"": 2560.0, ""NOI利回り"": null, ""稼働率"": 91.1, ""用途"": ""事務所"", ""所在"": ""東京都目黒区大橋二丁目22番８号""}, {""物件"": ""いちご銀座６１２ビル"", ""取得百万"": null, ""鑑定百万"": 2540.0, ""NOI利回り"": null, ""稼働率"": 91.3, ""用途"": ""事務所"", ""所在"": ""東京都中央区銀座六丁目12番15号""}, {""物件"": ""いちご錦ファーストビル"", ""取得百万"": null, ""鑑定百万"": 2520.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区錦一丁目８番８号""}, {""物件"": ""いちご渋谷イーストビル"", ""取得百万"": null, ""鑑定百万"": 2450.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区東一丁目３番10号""}, {""物件"": ""いちご川崎ビル"", ""取得百万"": null, ""鑑定百万"": 2420.0, ""NOI利回り"": null, ""稼働率"": 93.2, ""用途"": ""事務所"", ""所在"": ""神奈川県川崎市川崎区東田町１番２""}, {""物件"": ""いちご南池袋ビル"", ""取得百万"": null, ""鑑定百万"": 2360.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区南池袋二丁目27番17号""}, {""物件"": ""ＭＩＦビル"", ""取得百万"": null, ""鑑定百万"": 2360.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都千代田区内神田一丁目６番６号""}, {""物件"": ""いちご元麻布ビル"", ""取得百万"": null, ""鑑定百万"": 2250.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都港区元麻布三丁目４番26号""}, {""物件"": ""大井町センタービル"", ""取得百万"": null, ""鑑定百万"": 2250.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都品川区大井一丁目24番５号""}, {""物件"": ""郡山ビッグアイ（オフィス区画）"", ""取得百万"": null, ""鑑定百万"": 2240.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""福島県郡山市駅前二丁目11番１号""}, {""物件"": ""いちご半蔵門ビル"", ""取得百万"": null, ""鑑定百万"": 2230.0, ""NOI利回り"": null, ""稼働率"": 92.5, ""用途"": ""事務所"", ""所在"": ""東京都千代田区隼町２番19号""}, {""物件"": ""いちご仙台イーストビル"", ""取得百万"": null, ""鑑定百万"": 2220.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""宮城県仙台市宮城野区宮城野一丁目12番１号""}, {""物件"": ""いちご錦糸町サウスビル"", ""取得百万"": null, ""鑑定百万"": 2100.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都墨田区江東橋二丁目２番３号""}, {""物件"": ""いちご渋谷神山町ビル"", ""取得百万"": null, ""鑑定百万"": 2090.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都渋谷区神山町７番10号""}, {""物件"": ""いちご大手町ノースビル"", ""取得百万"": null, ""鑑定百万"": 2080.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""東京都千代田区内神田一丁目15番7号""}, {""物件"": ""いちご高田馬場ビル"", ""取得百万"": null, ""鑑定百万"": 2020.0, ""NOI利回り"": null, ""稼働率"": 84.5, ""用途"": ""事務所"", ""所在"": ""東京都新宿区高田馬場一丁目29番８号""}, {""物件"": ""いちご内本町ビル"", ""取得百万"": null, ""鑑定百万"": 1940.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""大阪府大阪市中央区内本町一丁目３番５号""}, {""物件"": ""いちご人形町ビル"", ""取得百万"": null, ""鑑定百万"": 1930.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都中央区日本橋堀留町一丁目10番14号""}, {""物件"": ""いちご新横浜ビル"", ""取得百万"": null, ""鑑定百万"": 1900.0, ""NOI利回り"": null, ""稼働率"": 97.7, ""用途"": ""事務所"", ""所在"": ""神奈川県横浜市港北区新横浜三丁目17番地５""}, {""物件"": ""いちご丸の内サウスビル"", ""取得百万"": null, ""鑑定百万"": 1830.0, ""NOI利回り"": null, ""稼働率"": 97.6, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区錦二丁目２番24号""}, {""物件"": ""いちご箱崎ビル"", ""取得百万"": null, ""鑑定百万"": 1770.0, ""NOI利回り"": null, ""稼働率"": 88.0, ""用途"": ""事務所"", ""所在"": ""東京都中央区日本橋蛎殻町一丁目36番５号""}, {""物件"": ""いちご博多祇園ビル"", ""取得百万"": null, ""鑑定百万"": 1720.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区祇園町４番61号""}, {""物件"": ""いちご熊本ビル"", ""取得百万"": null, ""鑑定百万"": 1700.0, ""NOI利回り"": null, ""稼働率"": 98.4, ""用途"": ""事務所"", ""所在"": ""熊本県熊本市中央区辛島町６番７号""}, {""物件"": ""いちご永代ビル"", ""取得百万"": null, ""鑑定百万"": 1670.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都江東区永代二丁目31番１号""}, {""物件"": ""いちご博多ビル"", ""取得百万"": null, ""鑑定百万"": 1650.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市博多区祇園町１番28号""}, {""物件"": ""いちご中目黒ビル"", ""取得百万"": null, ""鑑定百万"": 1650.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都目黒区青葉台二丁目21番６号""}, {""物件"": ""いちご聖坂ビル"", ""取得百万"": null, ""鑑定百万"": 1630.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都港区三田三丁目４番２号""}, {""物件"": ""いちご天神ノースビル"", ""取得百万"": null, ""鑑定百万"": 1600.0, ""NOI利回り"": null, ""稼働率"": null, ""用途"": ""事務所"", ""所在"": ""福岡県福岡市中央区天神四丁目６番28号""}, {""物件"": ""いちご内神田ビル"", ""取得百万"": null, ""鑑定百万"": 1540.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都千代田区内神田三丁目２番８号""}, {""物件"": ""いちご錦ビル"", ""取得百万"": null, ""鑑定百万"": 1450.0, ""NOI利回り"": null, ""稼働率"": 97.0, ""用途"": ""事務所"", ""所在"": ""愛知県名古屋市中区錦一丁目５番27号""}, {""物件"": ""いちご・みらい信金ビル"", ""取得百万"": null, ""鑑定百万"": 1440.0, ""NOI利回り"": null, ""稼働率"": 92.2, ""用途"": ""事務所"", ""所在"": ""大分県大分市荷揚町３番１号""}, {""物件"": ""いちご相模原ビル"", ""取得百万"": null, ""鑑定百万"": 1350.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""神奈川県相模原市中央区相模原五丁目５番３号""}, {""物件"": ""いちご芝公園ビル"", ""取得百万"": null, ""鑑定百万"": 1320.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都港区芝三丁目12番１号""}, {""物件"": ""いちご蒲田ビル"", ""取得百万"": null, ""鑑定百万"": 1310.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""その他"", ""所在"": ""東京都大田区西蒲田八丁目23番５号""}, {""物件"": ""いちご南森町ビル"", ""取得百万"": null, ""鑑定百万"": 1290.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""大阪府大阪市北区松ケ枝町１番３号""}, {""物件"": ""いちご中野ノースビル"", ""取得百万"": null, ""鑑定百万"": 1080.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都中野区新井一丁目26番６号""}, {""物件"": ""いちご西池袋ビル"", ""取得百万"": null, ""鑑定百万"": 1070.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都豊島区池袋二丁目53番７号""}, {""物件"": ""いちご西五反田ビル"", ""取得百万"": null, ""鑑定百万"": 1020.0, ""NOI利回り"": null, ""稼働率"": 100.0, ""用途"": ""事務所"", ""所在"": ""東京都品川区西五反田三丁目６番20号""}]"
いちごホテルリート投資法人,ホテル特化型,https://www.ichigo-hotel.co.jp/,731,edinet,30,909,4.5,30,"[{""物件"": ""ネストホテル博多駅前"", ""取得百万"": 6500.0, ""鑑定百万"": 7680.0, ""NOI利回り"": 4.0, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""福岡県福岡市""}, {""物件"": ""コンフォートホテル中部国際空港"", ""取得百万"": 5308.0, ""鑑定百万"": 7170.0, ""NOI利回り"": 4.2, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""愛知県常滑市""}, {""物件"": ""THE KNOT SAPPORO"", ""取得百万"": 4900.0, ""鑑定百万"": 5800.0, ""NOI利回り"": 4.3, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""北海道札幌市""}, {""物件"": ""スマイルホテル東京阿佐ヶ谷"", ""取得百万"": 3910.0, ""鑑定百万"": 5780.0, ""NOI利回り"": 4.1, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""東京都杉並区""}, {""物件"": ""ザ・ワンファイブ東京渋谷"", ""取得百万"": 3700.0, ""鑑定百万"": 5530.0, ""NOI利回り"": 3.4, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""東京都渋谷区""}, {""物件"": ""HOTEL THE KNOT YOKOHAMA"", ""取得百万"": 4800.0, ""鑑定百万"": 5220.0, ""NOI利回り"": 4.2, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""神奈川県横浜市""}, {""物件"": ""コンフォートホテル大阪心斎橋（いちご心斎橋ビル）"", ""取得百万"": 3700.0, ""鑑定百万"": 4570.0, ""NOI利回り"": 4.1, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""大阪府大阪市""}, {""物件"": ""ホテルエノエ富山"", ""取得百万"": 3400.0, ""鑑定百万"": 3890.0, ""NOI利回り"": 4.9, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""富山県富山市""}, {""物件"": ""スマイルホテル京都四条"", ""取得百万"": 4480.0, ""鑑定百万"": 3840.0, ""NOI利回り"": 4.3, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""京都府京都市""}, {""物件"": ""KOKO HOTEL 名古屋丸の内"", ""取得百万"": 2670.0, ""鑑定百万"": 3250.0, ""NOI利回り"": 4.5, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""愛知県名古屋市""}, {""物件"": ""ネストホテル札幌大通"", ""取得百万"": 1450.0, ""鑑定百万"": 2920.0, ""NOI利回り"": 4.9, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""北海道札幌市""}, {""物件"": ""スマイルホテル宮古島"", ""取得百万"": 2300.0, ""鑑定百万"": 2760.0, ""NOI利回り"": 4.4, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""沖縄県宮古島市""}, {""物件"": ""ザ・ワンファイブマリン福岡"", ""取得百万"": 2600.0, ""鑑定百万"": 2710.0, ""NOI利回り"": 4.2, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""福岡県福岡市""}, {""物件"": ""ザ・ワンファイブ福岡天神"", ""取得百万"": 1380.0, ""鑑定百万"": 2630.0, ""NOI利回り"": 4.1, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""福岡県福岡市""}, {""物件"": ""ザ・ワンファイブ岡山"", ""取得百万"": 1200.0, ""鑑定百万"": 2550.0, ""NOI利回り"": 5.5, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""岡山県岡山市""}, {""物件"": ""ホテルサンシャイン宇都宮"", ""取得百万"": 2200.0, ""鑑定百万"": 2490.0, ""NOI利回り"": 4.8, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""栃木県宇都宮市""}, {""物件"": ""ネストホテル松山"", ""取得百万"": 1610.0, ""鑑定百万"": 2460.0, ""NOI利回り"": 5.5, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""愛媛県松山市""}, {""物件"": ""ネストホテル熊本"", ""取得百万"": 2220.0, ""鑑定百万"": 2350.0, ""NOI利回り"": 5.1, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""熊本県熊本市""}, {""物件"": ""ザ・ワンファイブガーデン倉敷"", ""取得百万"": 1725.0, ""鑑定百万"": 2250.0, ""NOI利回り"": 4.8, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""岡山県倉敷市""}, {""物件"": ""KOKO HOTEL 神戸新長田"", ""取得百万"": 1490.0, ""鑑定百万"": 2160.0, ""NOI利回り"": 4.4, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""兵庫県神戸市""}, {""物件"": ""アーバイン広島エグゼクティブ"", ""取得百万"": 1800.0, ""鑑定百万"": 2050.0, ""NOI利回り"": 5.2, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""広島県広島市""}, {""物件"": ""コンフォートホテル浜松"", ""取得百万"": 1550.0, ""鑑定百万"": 1800.0, ""NOI利回り"": 5.0, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""静岡県浜松市""}, {""物件"": ""ザ・ワンファイブ大阪堺筋"", ""取得百万"": 1630.0, ""鑑定百万"": 1740.0, ""NOI利回り"": 4.5, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""大阪府大阪市""}, {""物件"": ""カプセルプラス横浜"", ""取得百万"": 1490.0, ""鑑定百万"": 1720.0, ""NOI利回り"": 4.5, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""神奈川県横浜市""}, {""物件"": ""ホテルリブマックス日本橋箱崎"", ""取得百万"": 1360.0, ""鑑定百万"": 1440.0, ""NOI利回り"": 4.4, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""東京都中央区""}, {""物件"": ""下関駅西ワシントンホテルプラザ"", ""取得百万"": 1080.0, ""鑑定百万"": 1130.0, ""NOI利回り"": 4.7, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""山口県下関市""}, {""物件"": ""スマイルホテル長野"", ""取得百万"": 670.0, ""鑑定百万"": 995.0, ""NOI利回り"": 4.9, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""長野県長野市""}, {""物件"": ""クインテッサホテル大垣"", ""取得百万"": 1070.0, ""鑑定百万"": 916.0, ""NOI利回り"": 5.1, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""岐阜県大垣市""}, {""物件"": ""クインテッサホテル伊勢志摩"", ""取得百万"": 610.0, ""鑑定百万"": 692.0, ""NOI利回り"": 5.2, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""三重県志摩市""}, {""物件"": ""コンフォートホテル釧路"", ""取得百万"": 300.0, ""鑑定百万"": 404.0, ""NOI利回り"": 5.3, ""稼働率"": 100.0, ""用途"": ""宿泊主体・特化型ホテル"", ""所在"": ""北海道釧路市""}]"
