検索条件
"・地域：都内全域"
"・届出状態：完了"
"・用途：住宅等"
"・建物番号：指定なし"
"・建築主：指定なし"
"・設計者：指定なし"
"・環境性能：指定なし"
"・再エネ設備：指定なし"
"・再エネ電気：指定なし"
"・EV充電器：指定なし"


検索結果：1224件　CSV出力件数：1224件（CSV出力件数は建物の件数です。）

建物番号,地域,建物名,所在地,建築主,延べ面積,階数、構造,届出状況,工事完了(予定)年月,用途,UA値,ERR（住宅）,用途,PAL*低減率,ERR,基準年度,太陽光発電,太陽熱利用,地中熱利用,その他,合計値,再エネ電気,EV充電器,建物の断熱性,設備の省エネ性,再エネ設備・電気(太陽光発電・太陽熱),維持管理・劣化対策(建物の長寿命化),みどり
"200190","足立区","シティテラス竹ノ塚","足立区竹の塚6丁目18番1号","住友不動産株式会社　代表取締役副社長　小林　正人","7088.63","地上6階、地下0階、RC造","計画書（完了時）","2022-05-09","分譲住宅","0.87","15.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200287","大田区","ピアース大森山王３丁目","大田区山王3丁目1475番1号他5筆","株式会社モリモト　代表取締役社長　  森本 浩義","2994.84","地上13階、地下0階、RC造","計画書（完了時）","2022-04-27","分譲住宅","0.84","0.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"200495","葛飾区","（仮称）四つ木３丁目計画Ⅲ新築工事","葛飾区四つ木三丁目６４番７　他７筆(地名地番)","株式会社リンク・トラスト 代表取締役　高旗　通博","2784.55","地上15階、地下0階、RC造","計画書（完了時）","2022-04-26","賃貸住宅","0.8","3.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"200330","練馬区","プラウド平和台ガーデン","練馬区北町6丁目33番12号","野村不動産株式会社　代表取締役　松尾　大作","3702.06","地上4階、地下0階、RC造","計画書（完了時）","2022-04-26","分譲住宅","0.86","16.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"210013","台東区","エクラ南千住","台東区日本堤二丁目110番1,4","株式会社サジェスト　代表取締役　宮内宗頼","2320.29","地上14階、地下0階、RC造","計画書（完了時）","2022-04-26","分譲住宅","0.95","22.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200003","北区","パークアクシス赤羽南","北区赤羽南二丁目4番9号","三井不動産レジデンシャル株式会社代表取締役社長　嘉村　徹","10399.14","地上13階、地下0階、RC造","計画書（完了時）","2022-04-19","賃貸住宅","0.84","16.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200467","中央区","ステージグランデ日本橋人形町","中央区日本橋人形町二丁目17番2","ﾀﾞｲﾔﾓﾝﾄﾞｱｾｯﾄﾌｧｲﾅﾝｽ株式会社　代表取締役　羽根　彰","2461.16","地上10階、地下0階、RC造","計画書（完了時）","2022-04-13","賃貸住宅","1.29","-7.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"200347","練馬区","リビオ練馬豊島園","練馬区早宮４-19-15","日鉄興和不動産株式会社　代表取締役　今泉　泰彦","2950.2","地上6階、地下0階、RC造","計画書（完了時）","2022-04-12","分譲住宅","0.84","6.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200234","墨田区","ライオンズフォーシア隅田川テラス","墨田区本所一丁目4-10、14、15、16、17、18、20、21","株式会社  大京 代表取締役 深谷敏成","2447.19","地上11階、地下0階、RC造","計画書（完了時）","2022-04-11","賃貸住宅","1.21","20","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200518","大田区","ヴァースクレイシアIDZ太田南ザ・レジデンス","大田区東六郷三丁目19番19-101～801号","プロパティエージェント株式会社 代表取締役　中西　聖","2540.2","地上8階、地下0階、RC造","計画書（完了時）","2022-03-29","賃貸住宅","1.23","4.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"200082","墨田区","クレヴィア両国 国技館通り","墨田区両国二丁目15番4号","伊藤忠都市開発株式会社　代表取締役社長　松　典男東京建物株式会社 代表取締役　社長執行役員　野村　均","4334.04","地上14階、地下0階、RC造","計画書（完了時）","2022-03-28","分譲住宅","0.86","3.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"210585","江東区","ARTESSIMO CLAIRTORTE（アルテシモ　クレアトルテ）","江東区亀戸6丁目42番7号","塩田建設株式会社　代表取締役　福地　孝夫","2810.26","地上13階、地下0階、RC造","計画書（完了時）","2022-03-25","分譲住宅","1.14","16.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200510","豊島区","（仮称）西池袋5丁目計画新築工事","豊島区西池袋5丁目1532-1、-2、1533他","リヴラインズ株式会社　代表取締役　河内　英行","2177.99","地上5階、地下0階、RC造","計画書（完了時）","2022-03-24","賃貸住宅","1.35","16.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200289","台東区","AIFLAT NISHIASAKUSA","台東区二丁目2番4号","ＳＲＥホールディングス 株式会社 代表取締役社長　西山 和良","2064.83","地上14階、地下0階、RC造","計画書（完了時）","2022-03-24","賃貸住宅","1.14","10.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200183","千代田区","GREEN PARK 淡路町","千代田区神田須田町一丁目6番地24","株式会社坂入産業　代表取締役　坂入正司","2764.31","地上12階、地下0階、RC造","計画書（完了時）","2022-03-22","分譲住宅","0.85","5.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","1"
"200492","大田区","ASYL COURT 大森西","大田区大森西5丁目89-1、-2","株式会社ｱｰﾊﾞﾈｯﾄｺｰﾎﾟﾚｰｼｮﾝ　代表取締役社長　服部信治","2422.47","地上8階、地下0階、RC造","計画書（完了時）","2022-03-18","分譲住宅","1.03","0.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","1"
"200168","千代田区","アーバネックス千代田淡路町","千代田区神田小川町１丁目７番地４","京阪電鉄不動産株式会社　代表取締役　道本　能久","2995.8","地上13階、地下0階、RC造","計画書（完了時）","2022-03-18","賃貸住宅","1.5","-4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","1","1"
"200065","文京区","（仮称）コンシェリア小石川4丁目計画","文京区小石川4丁目85番7，8，86番1，7，14","株式会社クレアスライフ　代表取締役　入内嶋　徹","2057.75","地上15階、地下0階、RC造","計画書（完了時）","2022-03-18","分譲住宅","1.02","9.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200263","中野区","PLUME NAKANOSAKAUE","中野区東中野2丁目6-14（住居表示）","Umewaka. International株式会社　代表取締役　梅若幸子","2136.96","地上10階、地下0階、RC造","計画書（完了時）","2022-03-18","賃貸住宅","1.41","1.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","1"
"220273","立川市","グランツレジデンス立川柴崎","立川市柴崎町1丁目140-1,-4","株式会社三晃 代表取締役　中原　誠一郎","2928.96","地上5階、地下0階、RC造","計画書（完了時）","2022-03-18","分譲住宅","0.87","5.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200554","世田谷区","テホン・カ－サⅡ","世田谷区大蔵2丁目4-12","安藤　秀明","2668.51","地上5階、地下0階、RC造","計画書（完了時）","2022-03-18","賃貸住宅","0.87","17.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200203","文京区","アーバネックス小石川春日","文京区春日一丁目31-1（地名地番）","大阪ガス都市開発株式会社 代表取締役社長 友田泰弘","2110.72","地上10階、地下0階、RC造","計画書（完了時）","2022-03-16","賃貸住宅","1.41","-7.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","2","1"
"200088","新宿区","グレンドール新宿牛込柳町","新宿区弁天町135番地1","タマホーム株式会社 代表取締役　玉木　伸弥","4798.48","地上5階、地下1階、RC造","計画書（完了時）","2022-03-16","分譲住宅","0.91","9.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200177","中野区","パークホームズ東中野","中野区東中野一丁目17番7号","三井不動産レジデンシャル株式会社　代表取締役　嘉村　徹","2865.45","地上6階、地下0階、RC造","計画書（完了時）","2022-03-16","分譲住宅","0.7","11.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200156","世田谷区","プライマルイプセ池尻大橋","世田谷区池尻二丁目414番１　他（地名地番）","株式会社 モリモト　代表取締役社長　森本　浩義","3935.02","地上13階、地下階、RC造","計画書（完了時）","2022-03-15","賃貸住宅","1.11","26.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200276","町田市","（仮称）町田市原町田2丁目学生マンション新築工事","町田市原町田2丁目1187-3の一部,1187-15","大和ハウス工業株式会社 代表取締役　芳井　敬一","3927.27","地上14階、地下0階、RC造","計画書（完了時）","2022-03-11","賃貸住宅","1.26","1.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","1","1"
"200225","調布市","ガーラ・アヴェニュー調布","調布市小島町一丁目4番１","株式会社 FJネクストホールディングス 代表取締役　永井 敦","2200.96","地上11階、地下0階、RC造","計画書（完了時）","2022-03-09","分譲住宅","1.1","22.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200222","台東区","メインステージ三ノ輪Ⅲ","台東区日本堤2丁目12番13他","株式会社　青山メインランド　代表取締役　西原　良三","2057.42","地上12階、地下0階、RC造","計画書（完了時）","2022-03-08","分譲住宅","1.45","8.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200409","新宿区","ZOOM高田馬場ＷＥＳＴ","新宿区高田馬場三丁目５１８番１他","株式会社トーシンパートナーズ　　代表取締役社長　　千代谷　直之","2093.13","地上6階、地下0階、RC造","計画書（完了時）","2022-03-08","分譲住宅","0.71","4.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"200053","文京区","オープンレジデンシア西片","文京区西片二丁目10番530(地名地番)","株式会社 ｵｰﾌﾟﾝﾊｳｽ･ﾃﾞｨﾍﾞﾛｯﾌﾟﾒﾝﾄ　代表取締役　福岡　良介","2168.97","地上3階、地下1階、RC造","計画書（完了時）","2022-03-03","分譲住宅","1.25","4.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"200423","豊島区","ZOOM大塚","豊島区北大塚１丁目34番9号","株式会社トーシンパートナーズ代表取締役社長 千代谷 直之","3302.14","地上9階、地下0階、RC造","計画書（完了時）","2022-03-03","分譲住宅","1.24","1.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"200440","港区","（仮称）港区南青山7丁目計画","港区南青山7丁目123-1、123-2、124-1、126-2","大和ハウス工業株式会社　代表取締役社長　　芳井　敬一","2298.96","地上8階、地下0階、RC造","計画書（完了時）","2022-03-03","賃貸住宅","1.11","3.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"200122","千代田区","ジオ一番町","千代田区一番町6番2","阪急阪神不動産株式会社　代表取締役　諸冨　隆一","2126.34","地上11階、地下0階、RC造","計画書（完了時）","2022-03-02","分譲住宅","0.82","1.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","2"
"200102","足立区","グランカミーユ江北","足立区江北二丁目28番2","日神不動産株式会社　代表取締役　関根利行","3578.41","地上8階、地下0階、RC造","計画書（完了時）","2022-03-01","分譲住宅","0.75","18.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200302","豊島区","東京音楽大学　池袋キャンパス学生寮建設事業","豊島区雑司が谷3丁目512","学校法人 東京音楽大学　理事長　丸山恵一郎","2292.69","地上5階、地下2階、RC造、S造","計画書（完了時）","2022-03-01","賃貸住宅","0.92","11.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200271","板橋区","ロイジェント志村坂上","板橋区東坂下2丁目6-3,6-4,6-8","大和ハウス工業株式会社　代表取締役社長 芳井敬一","7072.97","地上7階、地下0階、RC造","計画書（完了時）","2022-02-28","分譲住宅","0.87","10.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","1"
"200085","板橋区","CAMPUS VILLAGE 要町","板橋区中丸町2番７号","東急不動産株式会社      代表取締役　岡田　正志丸紅都市開発株式会社　代表取締役　山本哲司","5102.68","地上15階、地下0階、RC造","計画書（完了時）","2022-02-28","賃貸住宅","0.72","21.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200491","東村山市","エクセレントシティ久米川レジデンス","東村山市萩山町3丁目3番1","新日本建設株式会社 代表取締役 髙見 克司","4094.26","地上5階、地下0階、RC造","計画書（完了時）","2022-02-28","分譲住宅","0.81","6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200020","葛飾区","プレミスト金町","葛飾区東金町3丁目2814番6","大和ハウス工業株式会社　代表取締役社長　芳井　敬一小田急不動産株式会社　代表取締役　金子　一郎三信住建株式会社　代表取締役社長　信田　博幸","9001.69","地上15階、地下0階、RC造","計画書（完了時）","2022-02-28","分譲住宅","0.86","5.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200591","新宿区","ドーミー西新宿","新宿区北新宿二丁目3番23","日鉄興和不動産株式会社　代表取締役社長　今泉泰彦","3293.78","地上5階、地下階、RC造","計画書（完了時）","2022-02-25","賃貸住宅","0.54","12.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200132","練馬区","プラウド練馬中村橋マークス","練馬区貫井2丁目239番1他（地名地番）","野村不動産株式会社　代表取締役　松尾 大作","15324.54","地上7階、地下階、RC造","計画書（完了時）","2022-02-25","分譲住宅","0.86","5.3","","","","2020","6.7","0.0","0.0","0.0","6.7","導入しない","なし","2","3","2","3","1"
"200091","墨田区","フェリーチェ錦糸町　新築工事","墨田区江東橋2丁目1-8","株式会社　ハウスバンク 代表取締役　梶山　弘","2199.43","地上15階、地下0階、RC造","計画書（完了時）","2022-02-25","分譲住宅","1.03","15.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200143","新宿区","パークアクシス神楽坂・早稲田通り","新宿区東榎町7番1","三井不動産レジデンシャル株式会社代表取締役社長　嘉村　徹","3033.15","地上13階、地下0階、RC造","計画書（完了時）","2022-02-24","賃貸住宅","0.83","23.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","1","1"
"200407","墨田区","パークアクシス錦糸町スタイルズ","墨田区江東橋五丁目12番13号（住居表示）","三井不動産レジデンシャル株式会社　代表取締役　嘉村 徹","2484.43","地上7階、地下0階、RC造","計画書（完了時）","2022-02-24","賃貸住宅","0.81","7.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200390","八王子市","（仮称）大塚･帝京大学駅学生レジデンス","八王子市大塚628-2他","大和ハウス工業株式会社 代表取締役社長　芳井　敬一","2914.23","地上3階、地下0階、RC造","計画書（完了時）","2022-02-24","賃貸住宅","1.13","0.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","1"
"200314","葛飾区","アーバンパーク高砂","葛飾区高砂６丁目５番１５号","株式会社　リバティ　代表取締役　臼井　正人","6872.98","地上7階、地下0階、RC造","計画書（完了時）","2022-02-24","分譲住宅","1.28","19.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","2","1"
"200366","新宿区","曙寮","新宿区市谷仲之町2番31号","株式会社　みずほ銀行　代表取締役　藤原　弘治","2901.7","地上5階、地下0階、RC造","計画書（完了時）","2022-02-22","賃貸住宅","1.19","12.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200555","世田谷区","センチュリー尾山台ルミナス","世田谷区玉堤一丁目16番23号（住居表示）","パラダイスリゾート株式会社　代表取締役　森　和彦","3350.31","地上5階、地下0階、RC造","計画書（完了時）","2022-02-22","賃貸住宅","0.89","1.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"200280","新宿区","バウスクロス 北新宿","新宿区北新宿4丁目10番3","中央日本土地建物株式会社 取締役社長　平松　哲郎三信住建株式会社 代表取締役社長 信田 博幸","2712.7","地上10階、地下0階、RC造","計画書（完了時）","2022-02-22","賃貸住宅","1.25","16.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200007","北区","ネベル赤羽","北区赤羽一丁目30-11","株式会社タカラレーベン　　代表取締役　　島田和一","3509.59","地上15階、地下0階、RC造","計画書（完了時）","2022-02-22","分譲住宅","0.8","0.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"200019","新宿区","ルジェンテ新宿御苑前","新宿区新宿五丁目7番1","東急リバブル株式会社　　代表取締役社長　　太田　陽一","3784.19","地上15階、地下1階、RC造","計画書（完了時）","2022-02-22","分譲住宅","0.85","-2.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","1","1","3","1"
"200241","台東区","クリオ浅草セントラルマークス","台東区浅草6丁目11-4(住居表示）","明和地所　株式会社代表取締役　原田　英明","3148.76","地上11階、地下0階、RC造","計画書（完了時）","2022-02-18","分譲住宅","0.87","7.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200173","品川区","(仮称)東中延２丁目プロジェクト","品川区東中延2丁目426番1他","東京建物株式会社 代表取締役 社長執行役員　野村 均","2980.29","地上15階、地下階、RC造","計画書（完了時）","2022-02-18","賃貸住宅","1.16","5.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200212","町田市","THEパームス町田","町田市原町田5丁目6番17号","トーセイ株式会社　代表取締役　山口 誠一郎","2774.44","地上15階、地下0階、RC造","計画書（完了時）","2022-02-18","賃貸住宅","0.97","7.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"220314","墨田区","（仮称）両国3丁目計画 新築工事","墨田区両国3丁目34-1","株式会社毎日コムネット　代表取締役社長　伊藤 守","2216.41","地上10階、地下0階、RC造","計画書（完了時）","2022-02-18","賃貸住宅","1.18","4.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","1"
"200158","板橋区","The Park Hive 板橋赤塚","板橋区赤塚二丁目23番9号（住居表示）","三菱地所レジデンス株式会社　代表取締役　宮島　正治","4835.79","地上5階、地下0階、RC造","計画書（完了時）","2022-02-17","賃貸住宅","1.26","13.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200152","葛飾区","リビオセゾン亀有","葛飾区西亀有3丁目27-22","日鉄興和不動産株式会社代表取締役　今泉　泰彦","2472.57","地上7階、地下0階、RC造","計画書（完了時）","2022-02-17","賃貸住宅","1.5","6.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200112","江東区","TRADIS 亀戸","江東区亀戸一丁目31番6号（住居表示）","株式会社　アーバンアセット研究所　代表取締役　　鈴木　靖二","2428.73","地上13階、地下0階、RC造","計画書（完了時）","2022-02-16","賃貸住宅","0.72","4.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","1","1"
"210072","八王子市","センチュリー西八王子パークヒルズ","八王子市台町二丁目25番22号（住居表示）","パラダイスリゾート株式会社　代表取締役　森　和彦","4500.76","地上7階、地下0階、RC造","計画書（完了時）","2022-02-15","分譲住宅","0.99","-30.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"210030","八王子市","帝京大学　国際学生寮　八王子大塚","八王子市大塚525-1","株式会社　共立メンテナンス　代表取締役　中村幸治","2529.99","地上4階、地下1階、RC造","計画書（完了時）","2022-02-14","賃貸住宅","0.49","23.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"200218","大田区","東急西蒲田7丁目計画新築工事","大田区西蒲田七丁目41番７","東急株式会社 取締役社長 高橋和夫","2849.23","地上13階、地下0階、RC造","計画書（完了時）","2022-02-14","賃貸住宅","1.05","16.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200058","江東区","ルーブル南砂町","江東区北砂四丁目41番11","株式会社ＴＦＤコーポレーション　代表取締役　船間　隆行","2502.52","地上12階、地下0階、RC造","計画書（完了時）","2022-02-14","分譲住宅","1.05","0.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","1"
"200096","葛飾区","イニシア青砥レジデンス","葛飾区青戸3丁目27番13","株式会社コスモスイニシア　代表取締役　高智　亮大朗","3224.22","地上14階、地下0階、RC造","計画書（完了時）","2022-02-14","分譲住宅","0.87","8.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200154","豊島区","ドーミー南長崎アネックス","豊島区南長崎六丁目4006番2、4006番3","鹿島建設株式会社代表取締役社長  天野　裕正","4179.28","地上5階、地下0階、RC造","計画書（完了時）","2022-02-14","賃貸住宅","0.59","28.1","","","","2020","30.2","0.0","0.0","0.0","30.2","導入しない","なし","3","3","3","2","2"
"200213","目黒区","ピアース都立大学","目黒区緑が丘１丁目2272番","株式会社モリモト　代表取締役社長　森本　浩義","4253.7","地上3階、地下1階、RC造","計画書（完了時）","2022-02-10","分譲住宅","0.85","4.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","1"
"200011","足立区","クレアホームズ王子神谷ＴＯＫＹＯ","足立区新田一丁目3番23号","セントラル総合開発株式会社　代表取締役　田中洋一","6968.91","地上15階、地下0階、RC造","計画書（完了時）","2022-02-10","分譲住宅","1.27","-6.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","1"
"200077","文京区","お茶の水女子大学新学生宿舎　整備・運営事業","文京区大塚2丁目1番1","積水ハウス不動産東京株式会社　代表取締役社長　島貫　利一","10148.75","地上7階、地下0階、RC造","計画書（完了時）","2022-02-09","賃貸住宅","0.75","12.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","3"
"200323","港区","Latest白金台","港区白金台四丁目３７番１他","白金台プロパティ合同会社　代表社員　一般財団法人化学及血清療法研究所　職務執行者　　桝田　浩","2981.36","地上12階、地下0階、RC造","計画書（完了時）","2022-02-09","賃貸住宅","0.73","32.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200246","府中市","サンクレイドル府中西府","府中市分梅町3丁目51-1","株式会社アーネストワン　代表取締役　松林重行","2604.21","地上6階、地下0階、RC造","計画書（完了時）","2022-02-08","分譲住宅","1.27","10.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200047","大田区","ARKMARK大森町ASYLCOURT","大田区大森西5-30-4","株式会社アーバネットコーポレーション  代表取締役社長　服部　信治","2057.08","地上14階、地下0階、RC造","計画書（完了時）","2022-02-08","賃貸住宅","0.87","8.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200071","千代田区","クローバー神田紺屋町","千代田区神田紺屋町34-3他","川口土木建築工業株式会社　代表取締役　古川元一　　　　　　　　　　　住友不動産株式会社　代表取締役副社長　小林正人","2980.88","地上13階、地下0階、RC造","計画書（完了時）","2022-02-04","賃貸住宅","0.73","19.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200191","大田区","プライム大田矢口 イースト棟","大田区矢口二丁目１番20","京浜急行電鉄株式会社　取締役社長　原田一之","2109.06","地上9階、地下0階、RC造","計画書（完了時）","2022-02-04","分譲住宅","0.87","10.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200170","大田区","プライム大田矢口 ウエスト棟","大田区矢口二丁目１番20","京浜急行電鉄株式会社　取締役社長　原田一之","5225.57","地上8階、地下0階、RC造","計画書（完了時）","2022-02-04","分譲住宅","0.86","8.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","3"
"210575","品川区","（仮称）アルテシモ南大井計画　新築工事","品川区南大井二丁目22番5","株式会社グローバル・リンク・マネジメント　代表取締役　金　大仲","2423.55","地上12階、地下0階、RC造","計画書（完了時）","2022-02-03","賃貸住宅","1.29","13.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","1","1"
"200062","新宿区"," ZOOM高田馬場","新宿区下落合１丁目１１番６号","株式会社トーシンパートナーズ　代表取締役社長　千代谷直之","2999.4","地上10階、地下0階、RC造","計画書（完了時）","2022-01-31","分譲住宅","1.32","1.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","2","2"
"200018","台東区","リビオレゾン上野根岸","台東区根岸四丁目83番1","日鉄興和不動産株式会社 代表取締役社長　今泉　泰彦","4811.03","地上15階、地下0階、RC造","計画書（完了時）","2022-01-28","分譲住宅","0.85","9.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200098","世田谷区","プラウド千歳烏山アベニュー","世田谷区粕谷一丁目393番1、粕谷三丁目397番3(地名・地番)","野村不動産株式会社　代表取締役　松尾　大作","4752.31","地上7階、地下0階、RC造","計画書（完了時）","2022-01-27","分譲住宅","0.86","24.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200127","足立区","アドグランデ綾瀬","足立区綾瀬6-29-10","ヤマウラ企画開発株式会社　代表取締役　山浦　速夫東新住販株式会社　代表取締役　田子　弘幸","2157.7","地上9階、地下0階、RC造","計画書（完了時）","2022-01-27","分譲住宅","1.11","17.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","3","1"
"200090","江戸川区","ガーラ・レジデンス葛西","江戸川区南葛西一丁目13番13号","株式会社FJﾈｸｽﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ　代表取締役　永井　敦","2549.64","地上12階、地下0階、RC造","計画書（完了時）","2022-01-26","分譲住宅","0.86","10.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"200142","墨田区","プレディアコート森下テラス","墨田区千歳1丁目2番6他３筆","ＪＲ西日本プロパティーズ株式会社　代表取締役　森　克明","3313.37","地上9階、地下0階、RC造","計画書（完了時）","2022-01-25","賃貸住宅","0.86","17.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"200594","練馬区","レジディア平和台","練馬区平和台4-1629-2.11.30(住居表示4-13-４）","伊藤忠商事株式会社代表取締役　吉田朋史","2707.31","地上4階、地下0階、RC造","計画書（完了時）","2022-01-24","賃貸住宅","0.89","13.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","2","1"
