検索条件
"・地域：都内全域"
"・届出状態：完了"
"・用途：住宅等"
"・建物番号：指定なし"
"・建築主：指定なし"
"・設計者：指定なし"
"・環境性能：指定なし"
"・再エネ設備：指定なし"
"・再エネ電気：指定なし"
"・EV充電器：指定なし"


検索結果：1224件　CSV出力件数：1224件（CSV出力件数は建物の件数です。）

建物番号,地域,建物名,所在地,建築主,延べ面積,階数、構造,届出状況,工事完了(予定)年月,用途,UA値,ERR（住宅）,用途,PAL*低減率,ERR,基準年度,太陽光発電,太陽熱利用,地中熱利用,その他,合計値,再エネ電気,EV充電器,建物の断熱性,設備の省エネ性,再エネ設備・電気(太陽光発電・太陽熱),維持管理・劣化対策(建物の長寿命化),みどり
"220600","新宿区","日本銀行本店柏木寮新築工事","新宿区北新宿三丁目19番10号","日本銀行　総裁　植田和男","3206.32","地上5階、地下0階、RC造、壁式ﾌﾟﾚｷｬｽﾄ鉄筋ｺﾝｸﾘｰﾄ造","計画書（完了時）","2025-05-28","賃貸住宅","0.69","18.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"210403","足立区","シティタワー千住大橋","足立区千住橋戸町1番5他（地番）","住友不動産株式会社　代表取締役副社長　小林　正人","48446.15","地上42階、地下0階、RC造","計画書（完了時）","2025-05-26","分譲住宅","0.80","17.7","","","","2020","3.6","0.0","0.0","0.0","3.6","導入しない","なし","2","3","2","3","3"
"230304","荒川区","アジールコート町屋","荒川区町屋1丁目18-2","株式会社ｱｰﾊﾞﾈｯﾄｺｰﾎﾟﾚｰｼｮﾝ　代表取締役社長　田中 敦","2292.34","地上15階、地下0階、RC造","計画書（完了時）","2025-05-23","賃貸住宅","1.09","1.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","2","1","3","1"
"230194","中央区","Brun Pilier 日本橋","中央区日本橋横山町9番17号","三菱地所レジデンス株式会社　代表取締役　宮島 正治","2001.8","地上8階、地下0階、RC造","計画書（完了時）","2025-05-23","賃貸住宅","0.71","11.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230305","足立区","ステージグランデ竹ノ塚","足立区竹の塚4-13-12","株式会社エイシンコーポレーション　取締役社長　山田　重範　","2095.77","地上7階、地下0階、RC造","計画書（完了時）","2025-05-22","賃貸住宅","0.76","18.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230055","板橋区","パークホームズ上板橋","板橋区上板橋2丁目316番1（地番）","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","12317.4","地上9階、地下1階、RC造","計画書（完了時）","2025-05-21","分譲住宅","0.58","28.2","","","","2020","4.1","0.0","0.0","0.0","4.1","導入しない","なし","3","3","2","3","2"
"230373","台東区","PRARIE SKY RESIDENCE","台東区柳橋2丁目21-9","株式会社プレリー  　          　　代表取締役　　　　清水  高徳","2350.81","地上12階、地下0階、RC造","計画書（完了時）","2025-05-20","賃貸住宅","0.63","14.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"220466","墨田区","プライムメゾン錦糸町","墨田区江東橋四丁目8番12（住居表示）","積水ハウス株式会社　代表取締役　仲井 嘉浩","3851.99","地上13階、地下0階、RC造","計画書（完了時）","2025-05-15","賃貸住宅","0.74","25.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230441","八王子市","SHOKEN　Residence八王子","八王子市明神町一丁目120-2，-7，-8","翔和建物株式会社　代表取締役　山田　義博新英興業株式会社　代表取締役　山口　英","4172.95","地上10階、地下0階、RC造","計画書（完了時）","2025-05-13","分譲住宅","0.51","14","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"230265","渋谷区","パークホームズ代々木西原","渋谷区西原ニ丁目24番1","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹丸紅都市開発株式会社　代表取締役 藏本 清登","6454.69","地上6階、地下0階、RC造","計画書（完了時）","2025-05-13","分譲住宅","0.58","28.5","","","","2020","5.0","0.0","0.0","0.0","5.0","導入しない","あり","3","3","2","3","1"
"220734","台東区","バウスフラッツ蔵前","台東区蔵前4丁目5番9号","中央日本土地建物株式会社　取締役社長　三宅　潔","2141.63","地上14階、地下0階、RC造","計画書（完了時）","2025-05-12","賃貸住宅","0.83","7.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"230372","国分寺市","プレシス国分寺																							","国分寺市東恋ヶ窪四丁目24-1他","一建設株式会社		　　　　　　　　　　　　　　　				　　代表取締役　堀口 忠美																										","5935.72","地上7階、地下0階、RC造","計画書（完了時）","2025-04-28","分譲住宅","0.79","18.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","2"
"230397","練馬区","オープンレジデンシア大泉学園","練馬区東大泉4丁目741番1,743番1,3","(株)オープンハウス・ディベロップメント　代表取締役　福岡　良介","2813.42","地上8階、地下階、RC造","計画書（完了時）","2025-04-25","分譲住宅","0.76","15.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220360","港区","グランスイート麻布六本木","港区六本木３丁目111番18","カルム六本木マンション建替組合　理事長　水谷公司郎","3188.75","地上14階、地下0階、RC造","計画書（完了時）","2025-04-25","分譲住宅","0.53","24.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230404","江戸川区","(仮称)葛西プロジェクト","江戸川区東葛西六丁目３１番２，３，４，２０","株式会社アーバネットコーポレーション代表取締役社長　田中　敦","4430.79","地上9階、地下0階、RC造","計画書（完了時）","2025-04-24","賃貸住宅","0.96","1.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","1","2","1","2","1"
"220623","江東区","ザ・パークハウス 富岡門前仲町","江東区富岡二丁目15番2（地名地番）","三菱地所レジデンス株式会社　代表取締役　宮島　正治ミサワホーム株式会社　代表取締役　作尾　徹也","2914.31","地上11階、地下1階、RC造","計画書（完了時）","2025-04-24","分譲住宅","0.53","25.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"220305","江戸川区","ルフォン船堀 ザ・タワーレジデンス","江戸川区船堀3丁目5番27","株式会社　サンケイビル　代表取締役　飯島　一暢","12101.76","地上20階、地下0階、RC造、S造","計画書（完了時）","2025-04-23","分譲住宅","0.41","35.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","2","2"
"230300","練馬区","ヴェレーナ上石神井","練馬区上石神井一丁目347番1","大和地所レジデンス株式会社 代表取締役社長 下村俊二","2893.34","地上6階、地下0階、RC造","計画書（完了時）","2025-04-22","分譲住宅","0.64","15.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"220605","新宿区","アクシルコート早稲田","新宿区早稲田鶴巻町566番2他","住友不動産株式会社　取締役社長　仁島浩順","3978.57","地上13階、地下0階、RC造","計画書（完了時）","2025-04-22","賃貸住宅","0.51","33.2","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","3","3","2","3","2"
"230288","板橋区","パークホームズ城北中央公園","板橋区桜川二丁目17番10号","三井不動産レジデンシャル株式会社　代表取締役　嘉村　徹","2996.01","地上7階、地下0階、RC造","計画書（完了時）","2025-04-22","分譲住宅","0.58","23.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230613","中野区","アーバンパーク江古田の森","中野区江原町二丁目20番8号（住居表示）","株式会社アセットリード　代表取締役社長　北田　理","2395.74","地上6階、地下0階、RC造","計画書（完了時）","2025-04-22","分譲住宅","0.59","20.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"220249","大田区","ザ・パークハビオ大森町","大田区大森中1丁目２番２６号","三菱地所レジデンス　株式会社　代表取締役　宮島正治","3507.87","地上15階、地下0階、RC造","計画書（完了時）","2025-04-21","賃貸住宅","0.87","9.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230329","足立区","シエリア北綾瀬","足立区谷中四丁目6番10号(住居表示)","関電不動産開発株式会社 代表取締役 福本　恵美三信住建株式会社 代表取締役社長 信田 博幸","2848.73","地上8階、地下0階、RC造","計画書（完了時）","2025-04-10","分譲住宅","0.51","30.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230698","杉並区","Nishiogi comichi terrace","杉並区西荻北二丁目19番9号","名鉄都市開発株式会社 代表取締役 日比野 博","1609.25","地上2階、地下0階、RC造、S造","計画書（完了時）","2025-04-10","賃貸住宅","0.72","9.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入する","なし","2","3","3","1","2"
"200100","江東区","都営住宅2H-126東（江東区亀戸七丁目）工事　Ｂ棟","江東区亀戸七丁目23番4、23番5","東京都知事　小池　百合子","3481.79","地上6階、地下0階、RC造","計画書（完了時）","2025-04-01","賃貸住宅","0.85","20.2","","","","2020","8.0","0.0","0.0","0.0","8.0","導入しない","なし","2","3","2","3","2"
"200099","江東区","都営住宅2H-125東（江東区亀戸七丁目）工事　Ａ棟","江東区亀戸七丁目23番4","東京都知事　小池　百合子","2761.91","地上6階、地下0階、RC造","計画書（完了時）","2025-04-01","賃貸住宅","0.85","20.1","","","","2020","11.0","0.0","0.0","0.0","11.0","導入しない","なし","2","3","3","3","1"
"200101","江東区","都営住宅2H-127東（江東区亀戸七丁目）工事　Ｃ棟","江東区亀戸七丁目23番1,23番2,23番3,23番4,23番5","東京都知事　小池　百合子","3814.65","地上6階、地下0階、RC造","計画書（完了時）","2025-04-01","賃貸住宅","0.85","20","","","","2020","9.5","0.0","0.0","0.0","9.5","導入しない","なし","2","3","2","3","2"
"230070","豊島区","シャリエ椎名町","豊島区南長崎一丁目17番18号","東レ建設株式会社　代表取締役社長　古川　正人","5007.69","地上15階、地下0階、RC造","計画書（完了時）","2025-04-01","分譲住宅","0.83","2.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","2","1","3","2"
"220284","新宿区","パークシティ高田馬場","新宿区高田馬場四丁目844-4外","三井不動産レジデンシャル株式会社　代表取締役社長　嘉村　徹","29645.26","地上12階、地下2階、RC造","計画書（完了時）","2025-03-31","分譲住宅","0.6","28.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230127","港区","グランドヒルズ白金台四丁目","港区白金台4丁目273-70","住友不動産株式会社　代表取締役社長　仁島　浩順","2467.05","地上6階、地下1階、RC造","計画書（完了時）","2025-03-31","分譲住宅","0.58","25","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"220523","文京区","パークアクシス文京本郷","文京区本郷五丁目5番18号","三井不動産レジデンシャル株式会社　代表取締役　嘉村　徹","7942.91","地上8階、地下0階、RC造","計画書（完了時）","2025-03-31","賃貸住宅","0.59","34.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230133","中野区","（仮称）中野区南台３丁目計画","中野区南台三丁目11番5、78番4、78番5（計3筆）","合同会社ゴールドＩ２　代表社員　一般社団法人ゴールドＩ職務執行者　高橋　隆敏","2518.3","地上12階、地下0階、RC造","計画書（完了時）","2025-03-27","賃貸住宅","0.82","17.9","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","2","3","2","3","2"
"220720","江戸川区","プロシード小岩新築工事","江戸川区南小岩7丁目1884番、2341番2","スターツ信託株式会社　代表取締役　山村　述","3734.71","地上10階、地下0階、RC造","計画書（完了時）","2025-03-27","賃貸住宅","0.79","23.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","2","1"
"210384","多摩市","(仮称)桜美林大学 航空・マネジメント学群 新棟計画","多摩市落合2-31-1","学校法人 桜美林学園 理事長 大槻達也","10084.73","地上5階、地下0階、S造","計画書（完了時）","2025-03-25","賃貸住宅","0.53","32","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","2"
"230292","板橋区","クリオ上板橋グランヒルコート","板橋区中台２丁目668番2の一部､668番3､668番9､668番21､672番2､672番17､中台３丁目1133番12","明和地所株式会社　代表取締役　原田　英明三信住建株式会社　代表取締役　信田　博幸","4465.52","地上7階、地下1階、RC造","計画書（完了時）","2025-03-21","分譲住宅","0.6","21.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230045","北区","シエリア王子","北区豊島二丁目９番４号","関電不動産開発株式会社　代表取締役社長　藤野　研一","2193.44","地上11階、地下0階、RC造","計画書（完了時）","2025-03-18","分譲住宅","0.46","32","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230276","台東区","アーバネックス北上野","台東区北上野二丁目108番1、108番7","大阪ガス都市開発株式会社　代表取締役社長　友田　泰弘","2031.72","地上13階、地下0階、RC造","計画書（完了時）","2025-03-17","賃貸住宅","1.33","-64.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","2","1"
"230446","中野区","コンフォリア・リヴ新中野SOUTH ","中野区本町六丁目17番19","株式会社　合田工務店東京本店　代表取締役専務本店長　　篠原　毅彦","2515.12","地上10階、地下0階、RC造","計画書（完了時）","2025-03-17","賃貸住宅","0.53","25.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","1"
"220653","板橋区","ザ・ケンジントン・レジデンスときわ台","板橋区前野町2-35-4","　大和ハウス工業株式会社　代表取締役社長　芳井　敬一","10777.89","地上5階、地下0階、RC造","計画書（完了時）","2025-03-14","賃貸住宅","0.59","32.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230081","港区","パークコート北青山","港区北青山二丁目12番40","三井不動産レジデンシャル株式会社 代表取締役　嘉村　徹","2999.36","地上10階、地下0階、RC造","計画書（完了時）","2025-03-14","分譲住宅","0.48","31.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"220552","杉並区","パークホームズ西荻窪アベニュー","杉並区上荻4丁目25番13号","三井不動産レジデンシャル株式会社　代表取締役　嘉村　徹","3337.17","地上13階、地下0階、RC造","計画書（完了時）","2025-03-13","分譲住宅","0.51","24.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"220573","江東区","（仮称）東陽1丁目マンション　新築工事","江東区東陽一丁目29番4、10","株式会社　日本ワークス　代表取締役　矢嶋　和幸","2869.74","地上11階、地下0階、RC造","計画書（完了時）","2025-03-12","分譲住宅","0.96","-4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","1","1"
"230085","中央区","(仮称)エルシード八丁堀Ⅲ 新築工事","中央区入船1丁目9番 3,4,6,7,10,11,12,13（地番）","合同会社八丁堀　代表社員　一般社団法人恵比寿　　　職務執行者　池田　卓也","3088.07","地上12階、地下0階、RC造","計画書（完了時）","2025-03-11","賃貸住宅","0.66","16.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"220637","目黒区","ブランシエスタ目黒中央町","目黒区中央町一丁目591番14","株式会社 長谷工コーポレーション 代表取締役社長　　熊野　聡                                                            																			株式会社長谷工アネシス  代表取締役社長　楢岡 祥之	","7049.74","地上7階、地下0階、RC造、一部木造","計画書（完了時）","2025-03-11","賃貸住宅","0.59","20.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"210602","板橋区","区営仲宿住宅","板橋区仲宿52番10号（住居表示）","板橋区長　坂　本　　健","6854.39","地上16階、地下0階、RC造","計画書（完了時）","2025-03-11","賃貸住宅","0.82","20.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230692","世田谷区","（仮称）松原住宅新築整備事業 新築工事(S敷地)","世田谷区松原6 丁目1571 番2","一般財団法人　自警会 理事長　金井 貴義 ","1225.52","地上3階、地下0階、RC造","計画書（完了時）","2025-03-11","賃貸住宅","0.6","29.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230691","世田谷区","（仮称）松原住宅新築整備事業新築工事(N敷地) ","世田谷区松原6 丁目1566","一般財団法人　自警会 理事長　金井 貴義 ","5001.25","地上6階、地下0階、RC造","計画書（完了時）","2025-03-11","賃貸住宅","0.77","26.2","","","","2020","5.5","0.0","0.0","0.0","5.5","導入しない","なし","2","3","2","3","1"
"230141","大田区","クレストコート池上","大田区池上六丁目72番8","住友商事株式会社　代表取締役　社長執行役員 CEO　上野 真吾","2170.31","地上14階、地下0階、RC造","計画書（完了時）","2025-03-10","賃貸住宅","0.6","31.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"220427","文京区","シティハウス湯島ステーションコート","文京区湯島三丁目47番9","住友不動産株式会社　代表取締役副社長　小林　正人","6222.66","地上16階、地下0階、RC造","計画書（完了時）","2025-03-10","分譲住宅","0.58","35.5","","","","2020","10.2","0.0","0.0","0.0","10.2","導入しない","あり","3","3","3","3","1"
"230289","台東区","台東区根岸5丁目計画新築工事","台東区根岸五丁目54-1､-10､-11､-13､-14､55-1､-2､-8､-11～14","合同会社ゴールドI3　代表社員　一般社団法人ゴールドI　職務執行者　粟国 正樹","2838.35","地上14階、地下0階、RC造","計画書（完了時）","2025-03-10","賃貸住宅","1.32","15.2","","","","2020","3.7","0.0","0.0","0.0","3.6","導入しない","なし","1","3","2","3","1"
"230320","大田区","ロイジェントパークス西馬込","大田区西馬込1丁目7番5","大和ハウス工業株式会社　代表取締役社長　芳井 敬一","2222.82","地上5階、地下0階、RC造","計画書（完了時）","2025-03-07","賃貸住宅","0.47","25.9","","","","2020","2.1","0.0","0.0","0.0","2.0","導入しない","なし","3","3","2","2","1"
"230353","江東区","コンフォリア・リヴ西大島SOUTH","江東区北砂三丁目549-1他","株式会社タカラレーベン　代表取締役 　秋澤　昭一","2461.44","地上8階、地下0階、RC造","計画書（完了時）","2025-03-06","賃貸住宅","0.76","8.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230550","豊島区","（仮称）池袋２丁目ビル新築工事","豊島区池袋二丁目35-5","内　田　忠　明","2040.5","地上12階、地下0階、RC造、S造","計画書（完了時）","2025-03-04","賃貸住宅","0.85","5.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"230527","立川市","デュオステージ立川曙町","立川市曙町一丁目17番9号","日神不動産株式会社　代表取締役　坂入　尚","2236.56","地上9階、地下0階、RC造","計画書（完了時）","2025-02-27","分譲住宅","0.87","11.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","2","1"
"230513","墨田区","（仮称）墨田区向島二丁目計画　新築工事","墨田区向島二丁目37番1、2、3、4、14、15、16、17","株式会社ウラタ　代表取締役社長　浦田　一哉株式会社UBS　代表取締役　大槻　誠","2477.31","地上7階、地下0階、RC造","計画書（完了時）","2025-02-26","賃貸住宅","0.62","20.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230217","渋谷区","(仮称）渋谷区猿楽町計画　新築工事","渋谷区猿楽町11-8","大和ハウス工業　株式会社代表取締役　芳井　敬一","3199.41","地上10階、地下1階、RC造","計画書（完了時）","2025-02-26","賃貸住宅","0.85","15.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230322","八王子市","VITA 八王子","八王子市南新町22-21（地番）","株式会社多摩建設代表取締役　嶋津美賀里","2380.56","地上7階、地下0階、RC造","計画書（完了時）","2025-02-26","分譲住宅","0.85","19.5","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230155","立川市","サンクレイドル立川ステーションウィズ","立川市錦町1丁目420","株式会社アーネストワン　代表取締役　松林重行","3931.29","地上14階、地下0階、RC造","計画書（完了時）","2025-02-26","分譲住宅","0.58","5.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","1"
"230051","台東区","Brillia 東上野","台東区東上野3丁目35-22の一部","東京建物株式会社　代表取締役　社長執行役員　小澤　克人フジ都市開発株式会社　代表取締役　藤原　哲宏","2396.33","地上14階、地下0階、RC造","計画書（完了時）","2025-02-25","分譲住宅","0.54","24.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230647","町田市","ユニハイム町田","町田市原町田三丁目８番３号","ヤマイチ・ユニハイムエステート株式会社　代表取締役　山田茂","3687.49","地上12階、地下階、RC造","計画書（完了時）","2025-02-25","分譲住宅","0.74","10.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","1"
"230039","足立区","アトラス北千住","足立区千住3丁目48番4号（地名地番）","旭化成不動産レジデンス株式会社　                                           代表取締役社長　高橋　謙治","12540.4","地上14階、地下1階、RC造","計画書（完了時）","2025-02-25","分譲住宅","0.56","35.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230030","江戸川区","イニシア新小岩親水公園","江戸川区中央一丁目１－８","株式会社コスモスイニシア　代表取締役社長　髙智 亮大朗","3874.34","地上11階、地下0階、RC造","計画書（完了時）","2025-02-25","分譲住宅","0.57","25","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","2"
"230514","豊島区","（仮称）豊島区高田一丁目計画　新築工事","豊島区高田一丁目67-29","株式会社長谷工コーポレーション　代表取締役社長　池上　一夫","3089.86","地上7階、地下1階、RC造","計画書（完了時）","2025-02-25","賃貸住宅","0.61","12.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230318","目黒区","ピアース学芸大学レジデンス","目黒区鷹番一丁目64－1(地名地番）","株式会社モリモト　代表取締役社長　森本　浩義","3672.99","地上8階、地下1階、RC造","計画書（完了時）","2025-02-21","分譲住宅","0.58","30.2","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"220583","文京区","ＧＲＥＥＮ　ＰＡＲＫ　文京西片","文京区西方１丁目２９－１９","株式会社坂入産業 代表取締役 坂入 正司","2167.40","地上14階、地下0階、RC造","計画書（完了時）","2025-02-20","分譲住宅","0.64","7.1","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230028","大田区","（仮称）大田区蒲田五丁目計画","大田区蒲田５丁目27-3、27-7、27-10","東急株式会社　取締役社長　高橋 和夫","3171.74","地上13階、地下0階、RC造","計画書（完了時）","2025-02-20","賃貸住宅","0.77","24.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"220714","江戸川区","ローレルコート船堀　ブリーズステージ","江戸川区松江五丁目21番2号","近鉄不動産株式会社 代表取締役社長　倉橋　孝壽","5016.23","地上8階、地下0階、RC造","計画書（完了時）","2025-02-20","分譲住宅","0.55","27.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230640","板橋区","ORSUS志村坂上","板橋区前野町４丁目33-1","住協建設株式会社　代表取締役　安永久人","3228.31","地上5階、地下0階、RC造","計画書（完了時）","2025-02-19","賃貸住宅","0.57","21.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","1","1"
"230041","江東区","ルフォンプログレ門前仲町プレミア","江東区永代一丁目1番6号","株式会社サンケイビル 代表取締役社長 飯島一暢","3282.55","地上15階、地下0階、RC造","計画書（完了時）","2025-02-19","賃貸住宅","1.32","-3.8","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","1","1","3","2"
"230193","豊島区","シーズンフラッツ新大塚","豊島区南大塚二丁目2番19号","株式会社セゾンリアルティ　代表取締役社長COO　岡本龍成","2911.7","地上8階、地下0階、RC造","計画書（完了時）","2025-02-19","賃貸住宅","0.83","16.6","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","3","1"
"230126","大田区","クレヴィア荏原町GARDEN","大田区北馬込一丁目30番7号（住居表示）","伊藤忠都市開発株式会社　代表取締役社長　松 典男","5091.59","地上7階、地下1階、RC造","計画書（完了時）","2025-02-19","分譲住宅","0.59","21.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","3","3","1","3","1"
"230110","新宿区","Soleado早稲田","新宿区弁天町178-3、178-5","イタバシ株式会社　代表取締役　板橋考史","2568.64","地上13階、地下0階、RC造","計画書（完了時）","2025-02-18","分譲住宅","0.55","27.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","2","1"
"230216","練馬区","アネシア練馬中村南","練馬区中村南二丁目7番27","トヨタホーム株式会社　代表取締役社長執行役員　後藤　裕司清水総合開発株式会社　代表取締役　新井田　雅之住友商事株式会社　代表取締役　社長執行役員CEO　上野　真吾三信住建株式会社　代表取締役社長　信田　博幸","9784.07","地上4階、地下0階、RC造","計画書（完了時）","2025-02-18","分譲住宅","0.46","38.9","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","2"
"230175","中央区","ザ・パークハビオ 日本橋三越前","中央区日本橋堀留町１丁目2番16、同17、同18計3筆","三菱地所レジデンス株式会社  代表取締役取締役社長　宮島　正治","2833.24","地上10階、地下0階、RC造","計画書（完了時）","2025-02-18","賃貸住宅","0.56","21.2","","","","2020","2.4","0.0","0.0","0.0","2.4","導入しない","なし","3","3","2","3","1"
"230099","荒川区","ザ・ライオンズフォーシア町屋　","荒川区荒川五丁目1番11","株式会社大京　代表取締役社長　細川　展久","2453.59","地上14階、地下0階、RC造","計画書（完了時）","2025-02-18","賃貸住宅","0.85","17","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","1","1"
"220577","豊島区","コンフォリア・リヴ東池袋","豊島区東池袋二丁目7番2号","東急不動産株式会社　取締役社長　星野　浩明","2036.76","地上12階、地下0階、RC造","計画書（完了時）","2025-02-17","賃貸住宅","1.32","10.4","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","2","1"
"220525","足立区","ヴェレーナ パレ・ド・クラッセ","足立区西保木間二丁目９番５号","大和地所レジデンス株式会社 代表取締役社長 下村 俊二","5682.57","地上12階、地下0階、RC造","計画書（完了時）","2025-02-17","分譲住宅","0.87","11.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","あり","2","3","1","3","1"
"230303","板橋区","ＴＲＡＤＩＳ　赤塚","板橋区赤塚４丁目14-7","朋栄コンサル株式会社　代表取締役　井上　幸人","2990.62","地上5階、地下0階、RC造","計画書（完了時）","2025-02-14","賃貸住宅","0.43","24","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","2","3","1","1","1"
"230291","大田区","テラス鵜の木ノース","大田区鵜の木三丁目31番7号","大成有楽不動産株式会社　代表取締役社長　浜中裕之","3306.59","地上5階、地下階、RC造","計画書（完了時）","2025-02-14","賃貸住宅","0.64","20.7","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","3","3","1","3","1"
"230001","台東区","WISTERIA  S  UENO","台東区東上野五丁目24-12","有限会社清益産業　　代表取締役　佐藤　文子","2218.84","地上12階、地下0階、RC造","計画書（完了時）","2025-02-13","賃貸住宅","1.29","19.3","","","","2020","0.0","0.0","0.0","0.0","0.0","導入しない","なし","1","3","1","2","1"
